# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      4.1426339    0.031611327      4.0819693    0.031153631      4.2281052    0.032265813
            0.2      12.082366    0.053898067      11.896118     0.05307821      12.346358    0.055078189
            0.4      19.176404    0.067805844      18.867721    0.066728712      19.615453    0.069362269
            0.6      25.388507    0.077932326      24.961277    0.076640105       25.99583    0.079799473
            0.8      30.930468    0.085922056      30.383515    0.084424632      31.702005     0.08806868
              1      36.042569    0.092641686      35.375827    0.090951817      36.980281    0.095060172
            1.2      41.121991    0.098885538      40.331346    0.097015107      42.224627     0.10154016
            1.4       46.52719     0.10507161      45.597449     0.10305752      47.811117     0.10801105
            1.6      53.333588     0.11233903      52.230201     0.11006891      54.850246      0.1155376
            1.8      61.940895     0.12084268      60.619306     0.11830969      63.742592     0.12435896
              2      73.894772     0.13165922      72.267486     0.12882552      76.096228     0.13558326
            2.2      91.254711     0.14573927      89.177112     0.14248642      94.046909     0.15020071
            2.4      119.86404     0.16595852      117.03148     0.16212788      123.65076     0.17120462
            2.6      169.47377     0.19516571      165.28496     0.19044486      175.06067     0.20160063
            2.8      274.36249     0.24223121      267.14222       0.236031      284.00068     0.25096249
              3      505.15427     0.30978262      490.53294     0.30108765      525.25996     0.32212158
            3.2      287.64047     0.24750709      279.76601     0.24094371      298.89229     0.25718847
            3.4      159.75399     0.19036462      155.78733      0.1857811      165.56412     0.19725635
            3.6      96.796889     0.15056784      94.597144     0.14725678      100.07167     0.15562715
            3.8      61.272177     0.12086017      59.987455       0.118411       63.21546      0.1246534
              4      40.551973    0.098845174      39.761354    0.096990438      41.763952     0.10175585
            4.2      27.589063     0.08175486      27.086616    0.080315377      28.368034    0.084035315
            4.4      19.129786    0.068257886      18.802975    0.067131633      19.644581    0.070063373
            4.6      13.592712    0.057634277      13.375602    0.056741695      13.939807    0.059084161
            4.8      9.7705165    0.048909163      9.6243254    0.048200466      10.007827    0.050076431
              5      9.7705165    0.048909163      9.6243254    0.048200466      10.007827    0.050076431
