#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.045361    0.071432466      20.654236     0.07013905      21.581382    0.073233261
            0.2      58.395056     0.11783033      57.334607     0.11574403       59.87893     0.12079313
            0.4       86.04555     0.14195377      84.486858     0.13944169      88.255831     0.14556882
            0.6      103.86862     0.15520359      101.92987     0.15242392      106.62177     0.15931319
            0.8      113.95855     0.16212368      111.76071     0.15906392       117.0879     0.16656178
              1      119.49253     0.16574878       117.0841     0.16248327      122.91791     0.17048561
            1.2      123.60843     0.16838128      120.99678     0.16492663       127.3099     0.17372564
            1.4      127.64514     0.17093405      124.81818     0.16722637      131.62563     0.17625839
            1.6      133.02397     0.17429732      129.93775     0.17033846        137.336     0.17993737
            1.8      140.31646     0.17871925      136.90955     0.17446851      145.05611     0.18475055
              2      150.24646     0.18454513      146.43672     0.17997012       155.5045     0.19099804
            2.2      164.03082     0.19221625      159.69922     0.18724197      169.97112     0.19917961
            2.4      182.42471      0.2018489      177.43109     0.19644198      189.24886     0.20941048
            2.6      204.11285     0.21246381      198.37202     0.20662552      211.96722     0.22065705
            2.8      227.73686     0.22326737      221.27299     0.21709861      236.71329     0.23209503
              3      221.55201     0.22068258      215.33754     0.21468823      230.41899     0.22953167
            3.2      75.484114     0.13383675       73.40903     0.13030215      78.376771     0.13893889
            3.4      29.628946    0.085443569      28.833308    0.083339529      30.713683    0.088551173
            3.6         13.211    0.057569877      12.870163    0.056177708      13.676111    0.059547722
            3.8      6.2618945    0.040192035      6.1065236    0.039282873      6.4771217     0.04151299
              4      2.8927068    0.027388871      2.8209938    0.026766549      2.9900626    0.028264031
            4.2      1.3922957    0.019465362      1.3588141    0.019051965       1.438154    0.020060987
            4.4     0.64227338    0.013211996     0.62684232      0.0129278     0.66312381    0.013606762
            4.6     0.30765946   0.0091553593     0.30048289   0.0089662017     0.31764127   0.0094240181
            4.8     0.12947943   0.0059250399     0.12661412   0.0058090445     0.13340317   0.0060919451
              5     0.12947943   0.0059250399     0.12661412   0.0058090445     0.13340317   0.0060919451
