#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9144675    0.030752392      3.8691813    0.030403506       4.002387    0.031440375
           -3.8      5.6689573    0.037038692      5.5982336    0.036587412      5.8068447    0.037934911
           -3.6      8.1324501    0.044328494       8.023501    0.043746543      8.3434714    0.045476797
           -3.4      11.515011    0.052660617      11.346666    0.051900463      11.832877    0.054120081
           -3.2      15.856161    0.061779547      15.605454    0.060823828      16.319303     0.06358546
             -3      21.403229    0.071677988      21.036551    0.070478201      22.059651    0.073877254
           -2.8      28.405104    0.082496676      27.883072    0.081010213      29.309644    0.085127066
           -2.6      36.494702    0.093322658      35.778527    0.091527613      37.692648    0.096387602
           -2.4      45.880745      0.1044253      44.927883     0.10230559      47.418564      0.1079261
           -2.2      55.599103     0.11469465      54.387911     0.11224551      57.489212         0.1186
             -2        65.3565     0.12406838      63.864353      0.1212866      67.604688     0.12834504
           -1.8       74.78319     0.13245985      73.004864     0.12937317      77.378017     0.13705854
           -1.6      83.455787     0.13972644      81.402488     0.13636303      86.368628     0.14459958
           -1.4      90.330464     0.14518816      88.035606     0.14158248      93.495168     0.15026613
           -1.2      95.657936     0.14925278      93.161333     0.14545896      99.020675     0.15448945
             -1      99.272541     0.15198149      96.622051     0.14806954      102.76609     0.15732912
           -0.8      100.96471     0.15326896      98.224286     0.14921321      104.51508     0.15864849
           -0.6      101.21156     0.15350865      98.429258     0.14940878      104.76024     0.15886903
           -0.4      101.45832     0.15368161      98.636012     0.14952706      105.02618     0.15906559
           -0.2       101.1278     0.15345501      98.304368     0.14929711        104.682     0.15883923
              0      101.30334     0.15359623      98.470996     0.14946831      104.87351     0.15900627
            0.2      101.11869     0.15345745      98.309823     0.14932736      104.68009     0.15884954
            0.4       101.0142     0.15335291      98.239291     0.14926258      104.56608     0.15872578
            0.6      100.97344     0.15326127      98.250542      0.1492326      104.50999     0.15861622
            0.8      98.786984      0.1516299      96.168557     0.14773543      102.25315     0.15729285
              1      95.610016     0.14921276       93.14601     0.14545461      98.952308     0.15442993
            1.2      90.004115     0.14491984      87.746132     0.14137167      93.130961     0.14994773
            1.4      83.282146     0.13956178      81.254048     0.13624573      86.168729       0.144404
            1.6      74.685833     0.13240401      72.939541     0.12937208      77.252559     0.13695802
            1.8      65.195616     0.12395446      63.734911     0.12123258      67.414476     0.12817618
              2      55.267219     0.11438278      54.081577     0.11199106      57.126999     0.11823026
            2.2      45.593316     0.10407393      44.667816     0.10199763      47.100609     0.10752208
            2.4      36.490593    0.093304845      35.791122    0.091548167      37.669581    0.096324449
            2.6      28.376726    0.082405743      27.864196     0.08095018      29.270598    0.085006678
            2.8       21.44596    0.071748126      21.084193    0.070569809      22.096843    0.073945855
              3      15.822754    0.061707979      15.574959     0.06075839      16.282571    0.063505672
            3.2      11.491642    0.052629567      11.326428    0.051884609       11.80539    0.054070206
            3.4      8.1592761    0.044408784      8.0516357    0.043834269      8.3684608    0.045544352
            3.6      5.7306267    0.037223808      5.6603703     0.03677758      5.8684788      0.0381169
            3.8      3.9399193    0.030870664      3.8957354    0.030531365      4.0270329    0.031549415
              4      3.9399193    0.030870664      3.8957354    0.030531365      4.0270329    0.031549415
