#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.18016352   0.0070332391     0.17674946   0.0069126033     0.18522979   0.0072193861
           -3.8     0.30539869   0.0090382049     0.29891879   0.0088634759     0.31466976   0.0092940215
           -3.6     0.51417705     0.01163779     0.50303634    0.011411312     0.52985365    0.011969889
           -3.4     0.89865286    0.015302143     0.87922557    0.014998664     0.92615309    0.015737096
           -3.2      1.5032382    0.019648354      1.4702551    0.019248151      1.5501118    0.020230779
             -3       2.427786    0.024977863      2.3725597    0.024457748      2.5049332     0.02573738
           -2.8       3.963508     0.03180626      3.8734351    0.031133065      4.0901917    0.032781695
           -2.6      6.2094123    0.039609466      6.0650159    0.038734747      6.4101513     0.04085351
           -2.4      9.3588005    0.048313252      9.1365484    0.047223793      9.6670446    0.049869709
           -2.2      14.171304    0.059126961      13.826273    0.057758576      14.645272    0.061065939
             -2         20.961    0.071578054      20.438648    0.069875127      21.682325    0.074020762
           -1.8      30.417611    0.085748027      29.653756    0.083686846      31.465434    0.088676576
           -1.6      43.732483     0.10225735      42.626026    0.099749814      45.259498     0.10580911
           -1.4      61.415953     0.12054143      59.862691     0.11757529      63.562059     0.12473943
           -1.2      84.381465      0.1404369      82.262422     0.13700352      87.328997      0.1453398
             -1      113.08594     0.16145183      110.28986     0.15755819      116.99754      0.1670431
           -0.8      145.60519     0.18182152      142.05239     0.17751045      150.61086     0.18838195
           -0.6      179.66003     0.20035559      175.33583     0.19563364      185.75435     0.20716397
           -0.4      208.29743     0.21434942      203.33266     0.20934929       215.3076     0.22157307
           -0.2      225.49224     0.22216465      220.12039     0.21701579      233.05616     0.22963527
              0      225.32422     0.22206772      219.93597     0.21686794      232.89714      0.2295387
            0.2      208.45209     0.21441467      203.43592     0.20936573      215.48259      0.2216558
            0.4      180.15989     0.20064106      175.77606      0.1958619      186.29241      0.2074828
            0.6       145.9303     0.18200396      142.30555     0.17758724      150.97027     0.18830163
            0.8      113.50092     0.16172622      110.62509      0.1577658      117.47571     0.16741429
              1      84.743688     0.14073076      82.559835     0.13720354      87.740516     0.14569447
            1.2      61.557515     0.12067223      59.958818      0.1176305      63.736304     0.12492638
            1.4      43.638859     0.10215074      42.494376    0.099558563       45.18608     0.10574917
            1.6       30.60811    0.085998866      29.809469    0.083849627      31.682031    0.088986594
            1.8      21.088125    0.071743683       20.54498    0.069968814      21.811854    0.074173676
              2      14.287589     0.05942719      13.926043    0.057990705      14.767138    0.061388569
            2.2      9.4472647    0.048584379      9.2125309    0.047446033      9.7589467    0.050158894
            2.4      6.1042204    0.039322358       5.957154    0.038427828      6.2975134    0.040529131
            2.6      3.9123564    0.031561157      3.8197242    0.030858424      4.0331042    0.032503416
            2.8      2.4723786    0.025199881      2.4145162    0.024654982      2.5481753     0.02593412
              3      1.5097817    0.019694954      1.4756345     0.01927973      1.5550749     0.02025763
            3.2     0.90603831    0.015357797     0.88522157    0.015045509     0.93322421    0.015783899
            3.4     0.53649378    0.011938384     0.52443831    0.011692042     0.55246531    0.012269164
            3.6     0.29684564   0.0089020834     0.29002037   0.0087155521     0.30574218   0.0091518725
            3.8     0.16039385   0.0066779287     0.15685001   0.0065483019     0.16503666    0.006853212
              4     0.16039385   0.0066779287     0.15685001   0.0065483019     0.16503666    0.006853212
