# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8102028   0.0075847802      1.2907274   0.0054206762      2.6107451    0.010925932
            0.2      5.0703277    0.012555644      3.6161494   0.0089790686      7.3105914    0.018072835
            0.4      7.7277456    0.015543886       5.513504    0.011126708      11.137331    0.022351115
            0.6      9.6507976    0.017009834       6.886806    0.012181844      13.905501    0.024445018
            0.8      11.123814    0.018106008       7.940189    0.012978902       16.02242    0.025992702
              1       12.20453    0.018831352      8.7114395     0.01350489      17.578726     0.02701963
            1.2      13.158471    0.019685783      9.3931751    0.014143671      18.950302    0.028191362
            1.4      14.014482    0.019930378      10.004007    0.014314583         20.183    0.028549783
            1.6      14.985141    0.020783836      10.695247    0.014955535      21.583707    0.029716113
            1.8      16.038758    0.021329542      11.444736    0.015338295      23.105813    0.030514593
              2      17.483713    0.022194466      12.472581    0.015978458      25.193588    0.031715229
            2.2      19.278036    0.023980874      13.748698    0.017323388      27.786564    0.034151529
            2.4      21.675826     0.02529669      15.452523    0.018254836      31.254967    0.036059011
            2.6      24.677788    0.026971787      17.580486    0.019475068      35.608299    0.038428769
            2.8      28.376487    0.029793266      20.199646    0.021610983      40.978198    0.042262988
              3      29.207792    0.030542076      20.773816    0.022084472      42.217239     0.04345738
            3.2      13.096597    0.020823143      9.2949131    0.015009222      18.978406    0.029743034
            3.4      6.7313342    0.015291423      4.7691115    0.010995619      9.7745221    0.021906134
            3.6      3.8904694    0.011817105      2.7532228   0.0084850885      5.6572146    0.016961914
            3.8      2.3340636   0.0091125746      1.6503182   0.0065200252      3.3975436    0.013136992
              4      1.4627857   0.0074189405      1.0340584   0.0053012583      2.1299109    0.010715493
            4.2     0.90663322   0.0059413767     0.64074098   0.0042366364       1.320517   0.0086041575
            4.4      0.5757399   0.0047589088     0.40675341   0.0033826977     0.83878976   0.0069189317
            4.6     0.36757699   0.0039899442     0.26007649    0.002843856     0.53459285   0.0057851356
            4.8     0.23133099   0.0037840602     0.16388292   0.0026555728     0.33591948   0.0055845851
              5     0.23133099   0.0037840602     0.16388292   0.0026555728     0.33591948   0.0055845851
