#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.2768712    0.010701766     0.88305107   0.0078808372      1.8932771    0.014938594
            0.2      1.3102438    0.010774954     0.90954212   0.0079481326      1.9358917    0.015009392
            0.4      1.4083006    0.010263064     0.98194205    0.007554836      2.0723144    0.014331105
            0.6      1.6266346    0.010087164      1.1387467    0.007399922      2.3848628    0.014136994
            0.8      1.9068098    0.010460468      1.3392696   0.0076817069      2.7872839    0.014641675
              1       2.326587    0.011473716      1.6382799   0.0085714724      3.3931646    0.015786611
            1.2       2.977996    0.010875648      2.1041257   0.0079405573      4.3295057    0.015317559
            1.4      3.9624782    0.012833571      2.8066521   0.0094163029      5.7475614    0.017984032
            1.6      5.4973225    0.013166485      3.9038182    0.009551234      7.9546612    0.018666463
            1.8      7.8617759    0.015550296      5.5928417    0.011275334      11.357315    0.022053134
              2      11.676426    0.018285903      8.3174156    0.013218148      16.847859    0.026016237
            2.2      18.091169    0.022088763      12.899744     0.01591872      26.079989    0.031527935
            2.4      28.875016    0.027896839      20.599516    0.020074317      41.609455    0.039883055
            2.6      46.751443    0.034625452      33.355461    0.024882848      67.371871    0.049585017
            2.8      73.342601    0.042106392      52.316516    0.030213573      105.72796    0.060408491
              3      67.609746    0.041431502      48.209809    0.029691792      97.508375    0.059525028
            3.2      67.609746    0.041431502      48.209809    0.029691792      97.508375    0.059525028
