# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.24068312   0.0029042731     0.17007752   0.0020688227     0.35059788   0.0042101036
           -3.8     0.34086488   0.0034270819     0.24093118   0.0024439298      0.4964382   0.0049599964
           -3.6     0.47081732   0.0040117056     0.33303309   0.0028575371     0.68508625   0.0058132322
           -3.4     0.64142947   0.0046307868     0.45366633   0.0033077323     0.93345855   0.0066879702
           -3.2     0.88757783   0.0059267491     0.62803584   0.0042203169      1.2910205    0.008583654
             -3      1.1917977   0.0069625365     0.84357259   0.0050243213      1.7328448   0.0099412747
           -2.8      1.6098737   0.0072000629      1.1410824   0.0051565767      2.3371686    0.010361144
           -2.6       2.125746   0.0082754191      1.5071274   0.0059331687      3.0850227    0.011892237
           -2.4      2.8198128   0.0095815776       2.001331   0.0068882581      4.0874314    0.013727053
           -2.2      3.6474472     0.01056735      2.5901074   0.0075830592      5.2836909    0.015164454
             -2      4.7112332    0.012094181      3.3482323   0.0086938483      6.8182664    0.017322362
           -1.8      5.9711258    0.013749765      4.2463864   0.0098983062      8.6349792    0.019659454
           -1.6      7.5151987     0.01509669      5.3486664    0.010857105      10.857985    0.021604106
           -1.4      9.2477944    0.017058531      6.5858182    0.012292401      13.351573    0.024359217
           -1.2      11.245777    0.018451355      8.0134082    0.013285379      16.224995    0.026367874
             -1      13.369931    0.020123307      9.5315604    0.014496834      19.279095    0.028739427
           -0.8      15.479074    0.021529035      11.039367    0.015503467      22.310492     0.03075698
           -0.6      17.421976    0.023624393      12.428371    0.017119259      25.102938    0.033552826
           -0.4      18.928702     0.02368217      13.505808    0.017056952      27.268209    0.033826431
           -0.2      19.819453    0.024683502      14.142583      0.0178145      28.548441    0.035185257
              0      19.800674    0.024206942      14.128929     0.01742917      28.521999    0.034587061
            0.2      18.939014    0.023787127      13.513276    0.017138655      27.282727     0.03396291
            0.4       17.37878    0.022706476      12.397156     0.01634845       25.04187    0.032445579
            0.6      15.534484    0.021570556      11.079005    0.015537224      22.390098    0.030808292
            0.8      13.350485    0.020161029      9.5167423    0.014521407      19.252968    0.028799041
              1      11.247891    0.018555186      8.0147581    0.013360566      16.228472    0.026514737
            1.2      9.2557521    0.017109229      6.5907419    0.012339452      13.364622    0.024410961
            1.4      7.5172781    0.015561186      5.3498637     0.01121612      10.861583     0.02221766
            1.6      5.9666342     0.01364193      4.2434725    0.009811735       8.627865    0.019523622
            1.8      4.6855866    0.011920217      3.3307369   0.0085581523      6.7795457    0.017093943
              2      3.6520026    0.010568768      2.5937165    0.007582565      5.2894249    0.015169149
            2.2      2.8000949   0.0094936528      1.9866376   0.0068181542      4.0603434    0.013614428
            2.4      2.1417867   0.0082274969      1.5187213   0.0058967544      3.1077734    0.011828784
            2.6      1.6151818   0.0083229353       1.144733   0.0060103271      2.3451481    0.011868092
            2.8      1.1979419   0.0061549076      0.8485268   0.0044004275      1.7404845   0.0088746206
              3      0.8916743   0.0054834693     0.63087859   0.0039227083      1.2971664   0.0079043514
            3.2     0.65848618   0.0047042736      0.4659078   0.0033658124     0.95792787    0.006780412
            3.4     0.46605773   0.0040442801     0.32940681   0.0028903064     0.67878947   0.0058408822
            3.6     0.34428677    0.003425009     0.24346574   0.0024410315     0.50115302   0.0049609124
            3.8     0.24798012   0.0029231612       0.175212   0.0020808759     0.36133278   0.0042412404
              4     0.24798012   0.0029231612       0.175212   0.0020808759     0.36133278   0.0042412404
