#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.2480958   0.0029438951     0.17556965    0.002098405      0.3608121   0.0042642937
           -3.8     0.34668716   0.0040616718      0.2451658   0.0029387534     0.50461389   0.0057898487
           -3.6     0.47570992   0.0039503897     0.33645252   0.0028185027     0.69237433   0.0057125955
           -3.4     0.66104762   0.0047533925     0.46771214   0.0033906564      0.9616877   0.0068746207
           -3.2     0.88594715   0.0053890825     0.62719571    0.003855246      1.2880639   0.0077680374
             -3       1.209235   0.0064789127     0.85646025   0.0046466331      1.7570596   0.0093128409
           -2.8      1.6036139   0.0071874044        1.13676    0.005155167      2.3278677    0.010327169
           -2.6      2.1195203   0.0081923071       1.502811    0.005875237      3.0757978    0.011771716
           -2.4      2.8092807   0.0095694455      1.9935655   0.0068657278      4.0727242    0.013736576
           -2.2      3.6584212    0.010628523      2.5982779   0.0076323367      5.2988439    0.015241633
             -2      4.7001623    0.012079147       3.340454   0.0086805909      6.8019948    0.017304771
           -1.8      6.0005674    0.014139268      4.2678939    0.010191716      8.6765623    0.020193146
           -1.6      7.4939344    0.015144582       5.333425    0.010899841      10.827421    0.021656981
           -1.4      9.2613229    0.017023012      6.5948228    0.012264826      13.372424    0.024311888
           -1.2      11.247643    0.019117001      8.0134508    0.013884911      16.230414    0.027095746
             -1      13.337119    0.020078177      9.5073925    0.014457999      19.233304    0.028686676
           -0.8      15.488287    0.021627906      11.046027    0.015586941      22.323638    0.030874404
           -0.6      17.409141    0.023122343      12.418951    0.016688482      25.085127    0.032960536
           -0.4      18.937864    0.023940895      13.512302    0.017243716      27.281436    0.034192357
           -0.2      19.791477     0.02415776      14.122359    0.017393162      28.508766     0.03451735
              0       19.79907    0.024227178       14.12809    0.017449588      28.519094    0.034603814
            0.2      18.918138    0.024026427      13.497268    0.017316807      27.254984    0.034293719
            0.4      17.417576    0.022991917      12.424723    0.016569179      25.097807     0.03282054
            0.6      15.446119    0.021468544       11.01606    0.015459469      22.262512    0.030670961
            0.8      13.358217    0.020167646      9.5223047    0.014525419      19.264039    0.028808754
              1       11.25921    0.018889334      8.0227143     0.01362666      16.244932    0.026939837
            1.2      9.2553357    0.017078573      6.5909962    0.012302086      13.362918    0.024396961
            1.4      7.4995873    0.015148018      5.3368196    0.010891665      10.836884    0.021683703
            1.6      5.9815601    0.013517488      4.2540249   0.0097156181      8.6495931    0.019359361
            1.8      4.7168177    0.012091852      3.3529647   0.0086913147       6.824695    0.017319895
              2      3.6506282    0.010751501      2.5926328   0.0077308483      5.2876609    0.015397281
            2.2      2.8165106   0.0093857483      1.9985776   0.0067312268      4.0835145    0.013481162
            2.4      2.1442859   0.0082244511      1.5205602   0.0058950729      3.1113259    0.011821388
            2.6      1.6155264   0.0072624104      1.1451418   0.0052047975      2.3452443    0.010443137
            2.8      1.2050536   0.0063639034     0.85355488   0.0045538071      1.7508836   0.0091683791
              3     0.88378177   0.0054252835     0.62568765      0.0038797      1.2847788   0.0078245405
            3.2      0.6551669   0.0046481985      0.4636553   0.0033186119     0.95292675   0.0067163527
            3.4      0.4692929   0.0040783781      0.3319841   0.0029153439     0.68285305   0.0058875973
            3.6     0.34488715   0.0034511365      0.2442106   0.0024631965     0.50129932   0.0049908451
            3.8      0.2454531   0.0029678687     0.17352824   0.0021158914     0.35737379   0.0043002057
              4      0.2454531   0.0029678687     0.17352824   0.0021158914     0.35737379   0.0043002057
