#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.15044235   0.0041914175     0.10069729   0.0030787293     0.23006903   0.0058618318
            0.2     0.40247569    0.006722051     0.27286911   0.0049669611     0.60847183   0.0093394688
            0.4     0.62625946   0.0077330123     0.42726527   0.0057171363     0.94140833    0.010739588
            0.6     0.91343131   0.0083842188     0.62988774    0.006186563      1.3594708    0.011668124
            0.8      1.2106679   0.0092749397     0.83994017   0.0068371273      1.7916018    0.012920874
              1      1.5737645   0.0095756079      1.0973658   0.0070504611       2.317767    0.013359682
            1.2      2.0480266    0.011210056       1.434057   0.0083954912      3.0041936    0.015372877
            1.4      2.7664246    0.011926654      1.9465266   0.0087969791      4.0389258    0.016612131
            1.6      3.8133825    0.012087823      2.6945296    0.008823664      5.5446338    0.017019272
            1.8      5.4644652    0.013460717      3.8750059   0.0097842041      7.9175339    0.019036141
              2      8.0992431    0.015539469      5.7601199    0.011247214      11.701734    0.022071428
            2.2      12.550196    0.018853289       8.945327    0.013616093       18.09332    0.026838105
            2.4      20.091132    0.023468993      14.341274    0.016926217      28.924171    0.033458721
            2.6       32.99204    0.029284966      23.571683    0.021082673      47.456873    0.041833032
            2.8      53.810283    0.036649075      38.460099    0.026370353      77.381328    0.052392516
              3      70.158433    0.041064571       50.12388    0.029515407      100.94953    0.058786813
            3.2      29.493798    0.028591534      20.991405    0.020494891      42.628465    0.041070349
            3.4      14.032584    0.020472069       9.948567     0.01463945      20.375297    0.029502354
            3.6      7.4826828     0.01564974       5.288527    0.011181221      10.905552    0.022590641
            3.8      4.1627765    0.012393011      2.9343406   0.0088445302      6.0864143    0.017915061
              4        2.32354   0.0093214266      1.6348162   0.0066296208       3.405308    0.013535584
            4.2      1.3072711   0.0076577481     0.91997868   0.0054412372      1.9160899    0.011132681
            4.4     0.70749647   0.0066856121     0.49913343   0.0047410662      1.0344363   0.0097380868
            4.6     0.36221651   0.0052420067     0.25719265   0.0037589822     0.52589409   0.0075493183
            4.8     0.16853966   0.0034671912     0.12171725   0.0024685985     0.23998728    0.005040233
              5     0.16853966   0.0034671912     0.12171725   0.0024685985     0.23998728    0.005040233
