# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.942938    0.020466778      9.9406533    0.014667794      20.111202    0.029397284
            0.2      13.753186    0.020183227      9.8059435    0.014462569      19.836342    0.028995704
            0.4      13.474601    0.019912137       9.607543    0.014270311      19.433074    0.028597674
            0.6      13.240116    0.019618848      9.4421855    0.014070477      19.090417    0.028153927
            0.8      13.118393    0.019487907      9.3565554    0.013983958      18.911605    0.027949754
              1      13.229755    0.019510613       9.436579    0.014011139      19.070289    0.027957939
            1.2      13.485716     0.01991182      9.6189648    0.014307993      19.439027    0.028512132
            1.4      14.017606    0.019920837      9.9983699    0.014316694      20.204698    0.028520782
            1.6      14.794173    0.020629572      10.551415      0.0148399      21.325019    0.029508028
            1.8      15.949522    0.021405766      11.373243    0.015407533      22.994235    0.030598087
              2      17.512415    0.022322698      12.483353    0.016070305      25.255726     0.03190335
            2.2      19.536769    0.024286135      13.922195    0.017521489      28.182598    0.034634569
            2.4      22.225169    0.026615623      15.828001    0.019314974      32.081116    0.037749907
            2.6      25.707177    0.028248482      18.297007    0.020391673      37.129532    0.040270996
            2.8      29.624833    0.031049827      21.069496    0.022436125      42.821826    0.044222965
              3      22.889052    0.028102367      16.265227    0.020310275      33.114643    0.040019231
            3.2      22.889052    0.028102367      16.265227    0.020310275      33.114643    0.040019231
