#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.800042   0.0076415897      1.2839376   0.0054707766      2.5950993    0.010988105
            0.2       5.092368    0.012598783      3.6325894    0.009012809      7.3408895    0.018129358
            0.4      7.6976356    0.015324701      5.4914663    0.010966619      11.095432    0.022045125
            0.6      9.6823881    0.017012999       6.909763    0.012184476      13.950142    0.024448005
            0.8       11.13656    0.018200691      7.9490078    0.013048886      16.041346    0.026124914
              1       12.23258    0.018905001      8.7310959     0.01355863      17.619876    0.027123894
            1.2      13.180187    0.019440992      9.4085992    0.013952778      18.981823    0.027871403
            1.4      14.033982    0.020021349      10.017544    0.014384176      20.211901    0.028672298
            1.6      14.987072    0.020639374      10.697137     0.01483782      21.585424    0.029536209
            1.8      16.050863     0.02118243      11.454333    0.015233925      23.121271    0.030301267
              2      17.490519    0.022367245      12.478718    0.016109754      25.200682    0.031947877
            2.2      19.280608    0.023372483       13.75086    0.016843909      27.789576    0.033362625
            2.4      21.584468    0.025863969      15.385344    0.018783489      31.127465    0.036647558
            2.6      24.646068    0.027007131      17.556585    0.019490682      35.565189    0.038501422
            2.8      28.432233    0.029505046      20.242239    0.021320716      41.052537    0.042004074
              3      29.182317    0.030647941      20.755217    0.022175697       42.18132    0.043578846
            3.2      13.114801    0.021078046      9.3077866    0.015203093      19.004738     0.03008337
            3.4      6.7484918    0.015260186      4.7819268    0.010976235      9.7981142     0.02185531
            3.6      3.8766243    0.011580617      2.7431482   0.0083029921      5.6376254    0.016648445
            3.8       2.328923   0.0096427084      1.6460349   0.0069227036      3.3913902     0.01385047
              4      1.4361013   0.0072378971      1.0146163   0.0051623926      2.0922821    0.010472129
            4.2     0.89973453   0.0062178667     0.63545412   0.0044200426       1.311283   0.0090290722
            4.4     0.57370975   0.0047094342     0.40533484   0.0033504131     0.83581455   0.0068382651
            4.6     0.36857234   0.0040445789     0.26051013   0.0028689926     0.53667485   0.0058931001
            4.8     0.23713432   0.0031794144     0.16748163   0.0022539952     0.34554978   0.0046393204
              5     0.23713432   0.0031794144     0.16748163   0.0022539952     0.34554978   0.0046393204
