#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.973971    0.020330368       9.962091    0.014559232      20.157357    0.029223011
            0.2      13.742219     0.02012247       9.798234    0.014415385      19.819944    0.028913282
            0.4      13.490802    0.020104769      9.6201073    0.014413914      19.454283    0.028863428
            0.6      13.232804    0.019834678      9.4371766    0.014223942      19.079408    0.028468999
            0.8      13.130944    0.019794844      9.3654776    0.014219935      18.929965    0.028358838
              1      13.200475    0.019479871      9.4159064    0.013985387      19.027636    0.027920711
            1.2      13.475038    0.019546337      9.6112802    0.014032222      19.423675    0.028016998
            1.4      14.004839    0.020166289       9.989426     0.01450042      20.186018    0.028858154
            1.6      14.785743     0.02048344       10.54481    0.014731788      21.314037    0.029304131
            1.8      15.939652    0.021447158      11.365664    0.015439769      22.981012     0.03065269
              2      17.465849    0.022470224       12.45061    0.016183126      25.187545    0.032101804
            2.2      19.585225    0.024255995      13.956393    0.017515935      28.253451    0.034564045
            2.4      22.251234    0.026377821      15.848059    0.019057855      32.115667    0.037562727
            2.6      25.736777    0.028460195      18.318421    0.020617429      37.171488    0.040436913
            2.8      29.598798    0.030968674      21.048341    0.022380858      42.789914    0.044101268
              3      22.887049    0.027927426      16.264735    0.020174169      33.109949    0.039790618
            3.2      22.887049    0.027927426      16.264735    0.020174169      33.109949    0.039790618
