#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.031932943   0.0013389345   -0.050720582   0.0020798742   -0.020876367  0.00089636345
           -3.8   -0.025828141   0.0014343673   -0.041231609   0.0021990469   -0.016771623  0.00097202657
           -3.6   -0.012978482   0.0016398648   -0.021485199   0.0024900611  -0.0080724572   0.0011211618
           -3.4     0.02183046   0.0021313558    0.015876782   0.0014728088    0.030973869   0.0032014583
           -3.2    0.073904336   0.0031797717    0.051883552   0.0021865754     0.10886958   0.0047926837
             -3     0.18283201   0.0031399321     0.12754894   0.0021945413      0.2710041   0.0046535464
           -2.8     0.35368471   0.0046172867      0.2468778   0.0032889043     0.52363638   0.0066994181
           -2.6     0.62380446   0.0071921964     0.43677047   0.0051835689     0.92005712    0.010290726
           -2.4      1.0294211   0.0062378957     0.72242056   0.0044202322       1.513894   0.0090954274
           -2.2      1.6267996   0.0085836422      1.1452527   0.0061334435      2.3835782    0.012401691
             -2      2.5126476   0.0092827098      1.7729353   0.0066255758      3.6705657    0.013418888
           -1.8      3.7580977    0.010820227      2.6587891   0.0077355174      5.4720588    0.015607452
           -1.6      5.4884922    0.012724105      3.8918312   0.0091137686      7.9691572     0.01830861
           -1.4      7.7691894    0.015142187      5.5197227    0.010884031      11.253253    0.021698396
           -1.2      10.587743    0.017260473      7.5348182    0.012401561      15.303275    0.024731731
             -1      13.963957    0.019631363      9.9505322     0.01411515      20.149016    0.028096671
           -0.8      17.659151    0.022243907      12.595555     0.01601476       25.44869    0.031780943
           -0.6       21.41627    0.024887873      15.285151    0.017948607      30.835716    0.035489441
           -0.4      24.629006    0.027637612       17.58069    0.020038707      35.450128    0.039200793
           -0.2      26.683154     0.02920841      19.041057    0.021143694      38.414929    0.041479951
              0      26.738773    0.028851921      19.081636    0.020852718      38.493329    0.041037524
            0.2      24.678369    0.027262134      17.616835    0.019690567      35.519235     0.03880673
            0.4      21.413293    0.024917693      15.282412    0.017968442      30.832606    0.035533523
            0.6      17.691009    0.022380897      12.619185     0.01611977      25.492609    0.031963331
            0.8      13.960277    0.020140269       9.947809    0.014508589      20.143808    0.028767241
              1       10.58533    0.017166543      7.5337284     0.01233155      15.298473    0.024602753
            1.2      7.7067835    0.014844969      5.4756285     0.01065194       11.16237    0.021309962
            1.4      5.4804104    0.012765154      3.8861928   0.0091468747      7.9572546    0.018359913
            1.6      3.7615167    0.011006978      2.6611853   0.0078794837       5.477129    0.015854597
            1.8      2.5342794    0.009572853      1.7887831   0.0068278459      3.7008215    0.013845129
              2      1.6269686   0.0077847786      1.1452074     0.00554497      2.3839131    0.011284101
            2.2      1.0291632   0.0062766072     0.72226248   0.0044509668      1.5134513   0.0091447623
            2.4     0.62284055    0.005333942     0.43572353   0.0037688979     0.91947853   0.0078058485
            2.6     0.35086576   0.0041309747     0.24495734   0.0029078386     0.51935217   0.0060726528
            2.8     0.17914526   0.0033100227     0.12479672   0.0023059997     0.26594779   0.0049225776
              3    0.078509017    0.002524052    0.055102995   0.0017553112     0.11568317   0.0037622848
            3.2    0.016379197    0.002366033    0.012170433   0.0016268461    0.022618176   0.0035689003
            3.4   -0.015361159   0.0016114713   -0.025205238   0.0024478972  -0.0096566571   0.0011015605
            3.6   -0.026469819   0.0013824755    -0.04207674   0.0021311876   -0.017269615  0.00093203757
            3.8   -0.030481356   0.0012626073   -0.048382847   0.0019595869   -0.019936594  0.00084571319
              4   -0.030481356   0.0012626073   -0.048382847   0.0019595869   -0.019936594  0.00084571319
