#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.3641143   0.0059056221     0.24779427   0.0043352073     0.54832086   0.0082636923
            0.2     0.85433757   0.0086883392     0.58683535   0.0064091391      1.2757326    0.012093772
            0.4      1.2083522   0.0096416271     0.83517809   0.0071203131      1.7941305    0.013406457
            0.6      1.5504823    0.010208252      1.0776464   0.0075302337      2.2901774    0.014211926
            0.8      1.8499677    0.010478714      1.2902234   0.0077174288      2.7238855    0.014612271
              1      2.2039193    0.011503883      1.5427052   0.0086059517      3.2338877    0.015794215
            1.2      2.6872915    0.011057203      1.8886163   0.0081131319      3.9280761    0.015483248
            1.4      3.4627052    0.012451333      2.4437134   0.0091642149      5.0410294    0.017382306
            1.6       4.628389    0.012645615      3.2786045   0.0092107475      6.7133608    0.017844346
            1.8      6.4611649    0.013913618      4.5907382    0.010083695       9.343863      0.0197353
              2      9.3866738    0.016376089      6.6846714    0.011847534      13.544043    0.023270604
            2.2      14.347159    0.020126698      10.235011    0.014541096      20.666498    0.028641133
            2.4       22.57313    0.024424606      16.121485    0.017598546      32.480742    0.034855854
            2.6      36.529271    0.030638767      26.104948    0.022062367      52.534238    0.043759138
            2.8      58.357202    0.037743237      41.713274    0.027147571      83.916076    0.053979981
              3      73.210199    0.041856801      52.293034    0.030077834      105.37072    0.059941162
            3.2      23.376012    0.026513727      16.602672    0.018969869      33.874948    0.038180058
            3.4      8.2050427    0.017016415      5.7871754    0.012093085      11.988591    0.024703995
            3.6      3.2475162    0.012211837      2.2758653   0.0086569675      4.7813242    0.017793779
            3.8      1.3183722   0.0077911883     0.91831766   0.0054412162       1.954831    0.011543057
              4     0.51841556   0.0058518449     0.35959904   0.0040559166     0.77247637   0.0087509566
            4.2     0.18180132   0.0037393823     0.12647402   0.0025619697     0.27006625   0.0056678927
            4.4    0.048930554    0.002692081    0.034682965   0.0018171282    0.071115001   0.0041503226
            4.6  -0.0049211047   0.0020974903   -0.010392632   0.0032995406  -0.0022074227    0.001389291
            4.8   -0.016779862     0.00161203   -0.027944863   0.0025575929   -0.010488194   0.0010594239
              5   -0.016779862     0.00161203   -0.027944863   0.0025575929   -0.010488194   0.0010594239
