#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      48.445108     0.31662772      42.710653      0.2418566      54.864441     0.47436538
            0.2      46.612883     0.17713144      41.547669     0.15221128      52.104423     0.25640986
            0.4      47.782962     0.17145939      42.790685     0.14700236       53.03533     0.24610993
            0.6      50.533455     0.15973418      45.259239     0.13127533      56.033205     0.21708267
            0.8      54.516192     0.16021132      49.058491     0.15639063        60.1052     0.24478792
              1      60.115542     0.35602238      54.371433     0.29995711      66.795773      0.4081906
            1.2      68.612021     0.19713473      62.276533     0.18611862      75.397017     0.27199696
            1.4       80.73669     0.21321306      73.594172     0.21246208      88.171834     0.32375434
            1.6      97.014716     0.36186913      88.820318     0.28496317      105.24684     0.51896364
            1.8      120.41391     0.33944269      110.93206     0.26270208      129.63734     0.49112577
              2      153.93115     0.37318035      143.08985     0.29854125      165.01052     0.62450017
            2.2      202.41926     0.31413509      188.76741     0.44643141      215.65043     0.40600736
            2.4      268.52444     0.45176232      252.96681     0.38084211      283.27824     0.64810355
            2.6      357.77272     0.42754649      338.91256     0.36042446      375.45217     0.58322415
            2.8       456.4257     0.46052062        434.426     0.43445268      476.52887     0.67300281
              3      367.44613      0.4131765      350.60999     0.45338952      382.76647     0.56936757
            3.2      367.44613      0.4131765      350.60999     0.45338952      382.76647     0.56936757
