# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       7.033182     0.04136453      6.1347105    0.036458533      7.7874058     0.05127081
            0.2      20.239015    0.080138113      17.702164    0.067228201      22.350209     0.10842408
            0.4      30.658178    0.086724605      26.869338    0.078584209      33.767824     0.10951938
            0.6      38.585293     0.12028356      33.919083     0.10381839      42.284333     0.15369721
            0.8      43.696306     0.12959799      38.490397     0.10841078      47.870355     0.18314818
              1      47.576693     0.14226423      42.115975     0.11620041       51.83323     0.19233933
            1.2      51.291127     0.12228862      45.655719     0.10708424      55.541201     0.15737184
            1.4      56.123275     0.13385361      50.309169     0.12410142      60.358268     0.17587162
            1.6      62.945505     0.18822552      56.927386      0.1487054      67.124449      0.2761349
            1.8        72.8117     0.15573563        66.5155     0.14730365      76.980778     0.19490659
              2      89.193994     0.19511325      82.150667     0.16678683      93.616725      0.2573997
            2.2      115.30678      0.1936712      107.08278     0.17568217      120.19629     0.24144657
            2.4       159.0484     0.29667747      148.61064     0.23172002      164.74873      0.3749205
            2.6      240.19638     0.30102202      226.00147     0.29526512      248.02874     0.37970993
            2.8      417.70722     0.49945402      395.82393     0.49340865      432.83063     0.56728007
              3      784.80763     0.77585457      746.78696      0.6874714      844.48836      1.1360142
            3.2       190.4248     0.54657377       179.4737     0.56007007      210.28153     0.85405882
            3.4      40.097365     0.24973397      37.195249     0.19037607      45.190826     0.40271532
            3.6      9.8680687     0.14918434      9.0793713     0.12410967      11.263488     0.20410444
            3.8      2.5978204    0.047034222      2.3417123     0.03785902      3.0007064    0.070228392
              4     0.76379282    0.034404991     0.67578697    0.033813592      1.1871556     0.26705226
            4.2     0.23605733    0.049253925     0.19589819    0.032535684     0.31097011    0.089348101
            4.4    0.081465268    0.031348222    0.064002477    0.022526269     0.11739656    0.053366488
            4.6   0.0099439105   0.0035078627    0.009101998   0.0047947948    0.011217444    0.004086607
            4.8   0.0018771953   0.0011292931  0.00066576033   0.0020159324    0.002103691  0.00087883989
              5   0.0018771953   0.0011292931  0.00066576033   0.0020159324    0.002103691  0.00087883989
