# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.39748     0.24874106      108.43027     0.26087155      123.61546     0.36352427
            0.2      115.31879     0.21119968      107.35766     0.19086069       122.3385     0.29735844
            0.4      114.41217     0.32054104      106.65657     0.25812929      121.10058      0.4554506
            0.6      113.59855     0.26094445      105.80386     0.26043252      120.34945     0.41459489
            0.8      114.55402     0.21102121      106.77948     0.18908195      121.42399     0.28617264
              1       116.8548     0.28539486      109.09543     0.23220117      123.70822     0.42804121
            1.2       120.7085     0.25953047       112.6738     0.22803856      128.09329     0.35850836
            1.4      127.04434     0.22682596      118.65232     0.20760357      134.86327     0.31798457
            1.6      135.76193     0.32756986      126.47441     0.39300126      144.99733     0.53597908
            1.8      147.89574      0.2764064      138.33799      0.2936831      157.45257     0.39411815
              2      163.05438     0.39558831      152.76868     0.32780314       173.3851      0.5901645
            2.2       183.1812     0.36443366      171.50975     0.28885987      195.10956      0.4693682
            2.4      208.80548     0.45082344      195.65051     0.37569292      222.54241     0.66020098
            2.6      237.32056      0.4563693       222.0165      0.4452229      253.28115     0.57287271
            2.8      266.25217     0.38837283      249.95233     0.37043991      284.45627     0.51792275
              3      200.14278     0.36827083      187.97433     0.32474033      213.36096     0.53427573
            3.2      200.14278     0.36827083      187.97433     0.32474033      213.36096     0.53427573
