# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.468213    0.066880355      12.570546    0.059532769      14.236858    0.089525533
            0.2      38.938032     0.13805555      36.499151     0.20346219      41.107362     0.20587981
            0.4      59.864953     0.14626522      55.859921     0.13311857      63.189831     0.20853568
            0.6      76.787383     0.17608929      71.732216     0.19394423      81.004705     0.25098546
            0.8      90.278791     0.20895839      84.335207     0.18139381      95.520085     0.30769092
              1       101.5687     0.24433733      94.659356     0.20028125      107.22967     0.26825346
            1.2      110.88996     0.20881848      103.57433     0.24155936      117.45466     0.29542396
            1.4      120.08203     0.21562384      112.36181     0.19820516      127.00313     0.29934611
            1.6      130.13942     0.30952561      121.71735      0.2343144      138.11066     0.40712265
            1.8      141.86948      0.2824785      132.79449     0.23053649      150.56657     0.36939666
              2      155.78643     0.35562923      145.65946     0.29580305      165.32649      0.4711436
            2.2      173.19755     0.40179292      162.36486     0.32704587      183.73808     0.58684596
            2.4      195.41619      0.4709859      183.18726     0.41048503      208.03742     0.60599104
            2.6      223.43587     0.34342771       208.9976     0.46120536       238.0287     0.47982625
            2.8      252.64819     0.44228608      237.32577     0.43142565      269.06799     0.67831473
              3      257.21001     0.41313567      241.13219     0.34842505      274.68167     0.61761527
            3.2      126.69636     0.25491761      118.34812     0.23192602      135.47868     0.35327692
            3.4      72.077467     0.31142274      67.046113     0.24224836      77.292501     0.46439852
            3.6      45.376074     0.22602499      42.127759     0.17522731      48.755249     0.33950141
            3.8       29.96962     0.12763342      27.686989     0.10708797      32.664567     0.32539319
              4      20.353855    0.092152448      18.803414    0.088291737      21.956573     0.13690907
            4.2      13.856266    0.076262877      12.694454    0.071758669      15.153021     0.10311115
            4.4      9.4220141    0.063567308      8.6326444    0.054684141      10.301726    0.098468429
            4.6      6.5969769    0.050995384      6.0278078    0.044386913      7.2240292    0.072247608
            4.8      4.6757063    0.043045514      4.2724209    0.037942708      5.1491055    0.061184361
              5      4.6757063    0.043045514      4.2724209    0.037942708      5.1491055    0.061184361
