#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.929319    0.084817953      19.546751     0.07597387      22.116879     0.11539341
            0.2      58.352348     0.15375248      54.471347     0.13234737       61.80336     0.22250165
            0.4      86.853872     0.17431635       81.07983     0.16574939      91.682905     0.23801593
            0.6      105.61289     0.20461997      98.608372     0.19342925      111.73978     0.28254484
            0.8      116.92443     0.23937954      109.41388     0.25458674      123.60377     0.34524817
              1      123.57354     0.29286135      115.47648     0.23732434      130.74021     0.45392991
            1.2      128.67582     0.22942032      120.32314     0.20674356      135.96953     0.30854037
            1.4      134.21819     0.22129178      125.21527     0.25203605      142.42174     0.31438287
            1.6      140.23614     0.29490076      131.03175      0.2447758      148.89636      0.4422388
            1.8      149.19111      0.2861202      139.51667     0.23590962      158.63561     0.36616466
              2       161.2247     0.37187751      150.81732     0.46612167       171.5063     0.52909577
            2.2      177.89201     0.40706653      166.32067     0.31740668      189.04601     0.58477299
            2.4        199.815     0.39284518      187.08037     0.31010976      213.09827     0.56807048
            2.6      225.54318     0.53745364      211.12074     0.49254774      240.77043     0.74583487
            2.8      254.98846     0.43543825      239.36671     0.39580046      272.40062     0.60686868
              3       250.3571     0.39621894       234.7141     0.34563146      266.81439     0.57750966
            3.2      85.148696     0.21808791      79.450056     0.21866725      91.276076     0.30864489
            3.4      33.348365       0.139622      30.810043     0.11653325      36.064963     0.20755614
            3.6      15.076294    0.082786208      13.748513     0.07631285      16.590103     0.11372951
            3.8       6.996492    0.056568311      6.3415359    0.052256943      7.7723018    0.077205434
              4      3.4274409    0.070564083      3.0838613    0.054007354      3.8279221     0.11683994
            4.2      1.5518024    0.024311855      1.3912032    0.021446982      1.7367935    0.035726968
            4.4     0.74959374    0.017208574     0.67108311    0.015848647     0.84592263    0.025006956
            4.6     0.34724883    0.012061094      0.3034016    0.010485844     0.40324904    0.016989547
            4.8     0.14893528   0.0074930501     0.12880143   0.0064860394     0.17583685    0.010741886
              5     0.14893528   0.0074930501     0.12880143   0.0064860394     0.17583685    0.010741886
