#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.8246196     0.22808906      4.7265988     0.15942416      7.2065776     0.34692433
            0.2      11.323713      0.1172302      9.7828256    0.094450878       13.18441     0.15626776
            0.4      17.322536     0.17918525      15.336976     0.13335786      19.588339     0.28114376
            0.6      23.806044     0.10494899      21.115216    0.092908448      26.857747     0.14726617
            0.8      30.374411     0.12370744      27.079061    0.099154801      33.921753     0.16052576
              1      37.432121     0.23714233      33.585157     0.26486491      41.816555     0.18350891
            1.2      46.012625     0.16223593      41.486849     0.14853876      51.066872     0.21797716
            1.4      56.554645     0.27652601       51.45801     0.21967042      62.611729     0.38759172
            1.6      69.316907     0.32529431      63.265666     0.25415113      75.841984     0.46777781
            1.8      86.825795     0.25247771      79.633259     0.20966871      94.118615     0.36714413
              2      111.59792      0.3375464      103.03746     0.27083848      120.70057     0.56187741
            2.2      146.77618     0.32908535      136.09363     0.41244002      157.49247      0.4585296
            2.4      196.42829     0.43535851      184.10129     0.36091476      208.58792      0.6197217
            2.6      266.96272     0.39912338      252.28796     0.37107004      281.35024     0.54717353
            2.8      356.75529     0.39513982      338.41359     0.38714253      373.32619     0.53889708
              3      407.11881     0.46807843      387.97872     0.48228393      424.54627     0.69836756
            3.2      211.01307     0.30337083      199.69871     0.26629712      220.51651     0.39839369
            3.4      124.73659     0.27471429      117.39911     0.23344408      131.16566     0.41221143
            3.6      81.463675     0.18951739      76.131265     0.16490711       86.42155     0.26644002
            3.8      55.317241     0.15883783      51.322871     0.12945672      58.861586     0.20879556
              4      38.494083     0.12676385      35.510634     0.11486261      41.412036     0.17987326
            4.2      27.281723     0.10262608      25.119251    0.094022075      29.427301     0.15621724
            4.4      19.588288    0.087422889      17.932192    0.080258335        21.2706     0.12226577
            4.6      14.226441    0.073530026      12.922475    0.066303458      15.518835     0.14366895
            4.8      10.463761    0.062644142      9.4446667    0.054549714      11.582741    0.089455721
              5      10.463761    0.062644142      9.4446667    0.054549714      11.582741    0.089455721
