#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.677077    0.081666182      19.323868    0.073434097      21.894711     0.10985216
            0.2      58.207229     0.15636949      54.455906     0.21500002      61.589114     0.22829294
            0.4      86.395123     0.17990697       80.70139     0.17040252      91.279408     0.25366063
            0.6      105.25968     0.22988416      98.026387     0.25227876      111.09931     0.28346392
            0.8      116.76759     0.23829412      109.16831     0.20583115      123.55972     0.35119512
              1      123.47578     0.22776959      115.54387     0.22180102      130.64809     0.32367036
            1.2      128.47313     0.24174013      119.95706      0.2146523      136.11245     0.30732431
            1.4      133.57535     0.26458804      124.73523     0.22270886      141.51086     0.37097807
            1.6      140.03774     0.31105486       130.8684     0.23915146      148.86943     0.40920249
            1.8      149.17042     0.27128557       139.5022     0.23092256      158.54909     0.35752018
              2      161.58238     0.36280963      151.01236     0.30310302      171.84191     0.48370115
            2.2      178.03549     0.38806215       166.5344     0.31102117      189.12006     0.54653802
            2.4      199.59037     0.48115961      187.10857     0.42191052      212.74704     0.63874522
            2.6      227.02841     0.34993136      212.41363     0.49847362      242.21555     0.48499661
            2.8      255.82309     0.44767589      239.97172      0.4004839      272.84041     0.68811096
              3      250.81083     0.42632439       235.1078     0.34895752      267.96022     0.63200086
            3.2      84.832281      0.2546844      79.223146     0.21354813      90.802251     0.38916519
            3.4       33.30441     0.26758976      30.780192     0.20368337      35.956037      0.3870205
            3.6      15.065191    0.095476635      13.858094     0.08287508      16.703099      0.3117231
            3.8      6.9708981    0.055485013       6.303167    0.048703026      7.7152761    0.078960985
              4       3.304172    0.040968748      2.9635415    0.036761102      3.7581389    0.064228994
            4.2      1.5714881    0.024988421      1.4011724    0.021137475      1.7608574    0.036645623
            4.4     0.72703402    0.016040176     0.63309604    0.013179443     0.83999657    0.023131352
            4.6     0.32805717    0.011198296     0.29156158    0.010048513     0.36923614    0.015829625
            4.8     0.16531601   0.0088765781      0.1422841   0.0088031614     0.19032088    0.012174171
              5     0.16531601   0.0088765781      0.1422841   0.0088031614     0.19032088    0.012174171
