#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16791955   0.0074236636     0.14545102   0.0060336911     0.19053639    0.010959455
           -3.8      0.3433142    0.011491791     0.29589764   0.0094787725     0.40415646    0.016867523
           -3.6     0.59173293    0.034317773     0.51920693    0.027049869     0.67926088    0.056810107
           -3.4      0.9737427    0.022520226      0.8743731    0.022053595      1.0754329    0.027795304
           -3.2      1.6072279    0.026526935      1.4138937    0.024005483       1.817916    0.038220212
             -3      2.6924679    0.033808105      2.4037555    0.029686323      3.0306362    0.048071263
           -2.8      4.3392465    0.055296762       3.902086    0.051578366      4.8269922    0.074888742
           -2.6      6.5718471    0.053436188      5.9328624    0.045617844      7.2341881    0.077631236
           -2.4      9.9656049     0.18342828      9.1330882     0.12180276      11.010949     0.41064932
           -2.2      15.408632    0.077997982      14.052137    0.068781194      16.844514     0.10799704
             -2      22.812512     0.12191253      20.906199    0.092047553      24.552832     0.14477049
           -1.8      32.827331     0.23624491      30.407668     0.21085196       35.22466     0.29133722
           -1.6      47.355413      0.1948448      44.025377     0.16284438       50.54563     0.27621798
           -1.4      66.435888     0.17227469      61.981883      0.1517784      70.670083     0.25234619
           -1.2      91.473971     0.23735751      85.579764     0.19926217      97.222611     0.31409163
             -1       121.5368     0.40084908      114.06714      0.2908509       129.0991     0.55494407
           -0.8      157.05417     0.30960124      147.28836     0.26039748       166.4174     0.45913477
           -0.6      193.12393     0.33416817      180.90641     0.31716597       204.7905     0.46342863
           -0.4       223.7361     0.32177372      209.66908     0.31496186      237.33298     0.45139532
           -0.2      241.04714     0.40430526      225.91822      0.3106395      255.75007     0.53759968
              0      240.41412     0.37320445      225.67649     0.32120644      254.86379     0.53166284
            0.2      222.95105     0.36880598      209.33956     0.39819155       236.6716      0.4401294
            0.4      193.19457     0.31065273      181.09651     0.31559414      205.23929     0.42965498
            0.6      157.07774     0.25777068      147.16013     0.23168707      166.74251     0.36058019
            0.8      122.13534      0.2643795      114.56181     0.27989697      129.67456     0.39678635
              1      91.803443     0.26392409      85.752709     0.27523388      97.742554     0.37978706
            1.2      66.885598     0.29543843       61.96453     0.39493486      71.503268      0.4813715
            1.4      47.376869      0.1478146      44.062688     0.13654753      50.827681       0.207538
            1.6      33.257553      0.2064805      30.773109     0.15721805      35.706692     0.33190506
            1.8      22.711506     0.12035227        20.9674     0.10774068      24.479758      0.1627518
              2       15.24246     0.23637318      13.988768     0.16974035      16.525276     0.34181417
            2.2      10.261769    0.069866815       9.336302    0.066258064      11.282985    0.093787642
            2.4      6.7622105    0.052246089       6.091731    0.047490482      7.5259861      0.0711787
            2.6      4.2760837    0.045276394      3.8443116    0.040987416       4.724101    0.060264657
            2.8      2.6897776     0.03377409      2.4081673    0.028735472      3.0251657    0.047960858
              3      1.6494205    0.032988647      1.4614034    0.023942353      1.8729694       0.061631
            3.2      1.0150274    0.020444423     0.89699894    0.018488448      1.1543737    0.027512507
            3.4     0.61959932    0.050298779     0.54406327    0.034644873     0.71925689    0.090897507
            3.6      0.3579879    0.013696554     0.30747163    0.010559498     0.42301219    0.021291182
            3.8     0.18257996   0.0082501976     0.15800365   0.0073211928     0.21353562    0.011408456
              4     0.18257996   0.0082501976     0.15800365   0.0073211928     0.21353562    0.011408456
