#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9.1492091     0.24406159      7.5073561     0.17630338      11.333505     0.36437366
            0.2      17.909407     0.17043521      15.741116     0.12224675      20.540292     0.26585223
            0.4        27.6163     0.13349071      24.575487     0.11172033      31.040279     0.19550331
            0.6      36.232664     0.13175014       32.39456     0.10743608      40.349941     0.16948061
            0.8      44.506554     0.13507824      40.044671     0.11969576       49.36779     0.19222435
              1      52.488547     0.28762658      47.516747     0.26710326      58.396073     0.21364822
            1.2      61.309841     0.17807483      55.585802     0.15890058      67.533951     0.24057162
            1.4      72.348765     0.26842778      65.905597     0.23062023      79.140045     0.44122932
            1.6      85.534186     0.34255445      78.365849     0.28237646      93.023167     0.48848012
            1.8      104.39912     0.29528911       96.05646     0.24235134      112.78551     0.42877162
              2      131.51574     0.35151179      121.65309     0.28989084       141.8036     0.58698654
            2.2      168.99959     0.32306424      157.18617     0.39942232      180.66116     0.46096245
            2.4       222.7279     0.44742341      209.05888     0.41990887      235.79002     0.62581294
            2.6      298.33911     0.40688398      281.74019     0.33669652       314.0609     0.55183579
            2.8      390.05113     0.44188917      370.53124     0.41364098       407.6148     0.64642326
              3      430.27582     0.46653358      409.94812     0.48248684      448.69982     0.66273188
            3.2      172.20022     0.26592381       163.1822     0.25222117      179.82251     0.37962803
            3.4      76.157955     0.17696218      71.145731     0.15630971      80.705815     0.24082505
            3.6      37.272257     0.14665352      34.283087      0.1125736      40.041994     0.19616295
            3.8      19.140445    0.090051647      17.338317    0.083192427      21.055647     0.12260129
              4      10.327772     0.06802942      9.2282233    0.063050927       11.50209    0.089479481
            4.2      5.7404026    0.049854879      5.0737235    0.048957302      6.5183039    0.065772249
            4.4      3.1932575    0.037453431      2.7995649    0.036076082      3.6629278    0.047871386
            4.6      1.7627865    0.028166238      1.5115233    0.027019025      2.0679714    0.035983111
            4.8     0.97996214    0.021820823       0.839178    0.021107988      1.1681699      0.0273844
              5     0.97996214    0.021820823       0.839178    0.021107988      1.1681699      0.0273844
