#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.3944482     0.06066803      4.0730349    0.047724158      4.8180817     0.13458833
           -3.8      6.2339231    0.054798219      5.8334919    0.048643462      6.7204585    0.077671361
           -3.6      9.1231671    0.078965695       8.609124      0.1682329      9.7693453    0.098496925
           -3.4      12.749259    0.081847109      11.916962     0.07882787      13.748435     0.11708145
           -3.2      17.713134    0.092751265      16.484437    0.086639067      19.155328     0.13909332
             -3      23.975081     0.14949733      22.311726     0.11278072      25.752343      0.1529358
           -2.8      31.686231     0.12354214      29.414925      0.1491728      34.106394     0.16920188
           -2.6      40.298652     0.18812591      37.808202     0.22680139      43.263649     0.21129494
           -2.4      50.468105     0.14652863      47.121016      0.1342984      53.978713     0.21291722
           -2.2       61.17536     0.27952424       57.23119     0.20986631      65.234434     0.44058609
             -2      71.697303     0.17627649      67.085724     0.16389024      76.490003     0.24295723
           -1.8      81.388148     0.28627731      76.177848     0.21746751      86.343895     0.44185901
           -1.6      90.204371     0.28852239      84.596169     0.22925178      95.658521     0.43044822
           -1.4      97.020149     0.20386497       90.82453     0.18360417      102.98525     0.28948614
           -1.2      102.34213      0.2045298      95.809133     0.19260643      108.61608     0.27958114
             -1      105.27142     0.24897533      98.552455     0.21646172      111.66369     0.35017108
           -0.8      106.35301     0.24095623      99.613036     0.20575502      112.68075     0.35809132
           -0.6       106.6733     0.21330866      99.737161      0.1895379      113.34006      0.2968447
           -0.4      105.92485     0.23823341      99.177335      0.2074095      112.13678     0.33064104
           -0.2      105.72801     0.33453872      98.881028     0.25297244      112.12891     0.50298689
              0      105.53613     0.21217313      98.731985     0.19461379      111.73924     0.28722229
            0.2      106.19132     0.22793417      99.365369     0.19828153      112.58411     0.32226484
            0.4      106.83822     0.23290675      99.902184     0.19581947       113.4031     0.34247883
            0.6      106.10009     0.30661267      99.133041     0.29967732      112.75558     0.32370833
            0.8      105.19229      0.3198871       98.47884     0.26439114      111.54433     0.44059131
              1      102.39418     0.27792116      95.728625     0.22312658      108.71512     0.40830489
            1.2      97.749518     0.21884055      91.442047     0.19594243      103.57557     0.29237937
            1.4      90.969902     0.20858287      85.030059     0.19149811      97.010992     0.30414798
            1.6      81.891813     0.23512974      76.405511     0.20771793      87.606889     0.40750549
            1.8      71.601232     0.28899136      66.996822     0.22519879      76.128177     0.41133034
              2      61.195162     0.21114028      57.176624      0.1732242       65.23294     0.32682089
            2.2      50.178436     0.19747043      47.119608       0.231373      53.682061     0.30223667
            2.4      40.455905     0.20548854      37.864773     0.12899118      43.615276     0.22488496
            2.6      31.385269      0.1289754       29.46732     0.20376233      33.474626     0.18967621
            2.8      23.672801     0.10620613      22.068998     0.11283254       25.31882     0.16861272
              3      17.507124     0.14476089      16.399327     0.10191874       18.93683     0.15147568
            3.2      12.938927    0.091660668      11.490617     0.34664679      14.011961     0.12996367
            3.4      9.3363862     0.16955778      8.5353543     0.15051426      10.099197     0.22103669
            3.6      6.3546731    0.064524974      5.8856452    0.048694163      7.0386585    0.083087013
            3.8      4.3910308    0.049854515      4.0189565     0.07501965      4.6897307    0.072072622
              4      4.3910308    0.049854515      4.0189565     0.07501965      4.6897307    0.072072622
