# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.98298      0.5485685      115.26366     0.55027704      124.40059      2.7069391
            0.2      115.61675     0.60600937      114.11091     0.60416774      116.51777      1.5435056
            0.4      114.19575     0.54094785      112.80957     0.53519342      114.49861     0.95891334
            0.6      113.85499     0.54936986      112.58837     0.54248855      116.14133      3.0850331
            0.8      113.80017      0.5648745      112.70348     0.55735235       115.1786      0.6557367
              1       116.3739     0.69247981      115.30679     0.68717603        116.761      1.4803564
            1.2      119.38191     0.58457279      118.51306     0.59177935      120.71278     0.64380025
            1.4      125.42679     0.75138269      124.58745     0.81476745      125.42679     0.75138269
            1.6      133.29289     0.60655997      132.45282     0.60240775      133.29299     0.60656025
            1.8      143.78518     0.62077772      142.99839     0.61903878      147.15621      2.2821477
              2      159.83081     0.72244816      158.62489     0.67392483      162.45024      1.1298472
            2.2      177.08012     0.72981758      176.22392     0.72611024       178.5808      1.0466426
            2.4      203.34143     0.93837934      202.25552     0.86383559      205.00445      1.1179998
            2.6      229.92996     0.90016619      228.77267     0.91746105      234.76341      2.1834743
            2.8      257.00186     0.86950651      255.47448     0.85543964      257.47803      2.3462169
              3      192.60653     0.80074641      191.08904     0.78160513      196.08696     0.96168303
            3.2      192.60653     0.80074641      191.08904     0.78160513      196.08696     0.96168303
