#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.820693     0.23495705      20.469182     0.24059955      21.026166     0.25488979
            0.2      58.348114      0.3838207      57.306665     0.37587394      59.118709     0.43073067
            0.4        86.6431      0.4991015      85.282711     0.48823245      87.780734      1.0049511
            0.6      105.69215     0.51589049       104.2778     0.51404659      105.69147     0.51588861
            0.8       117.5622     0.55597019      116.10373     0.54853036      121.38108      2.2738744
              1      122.97114     0.57483161      121.60126     0.56607053      124.66581     0.60752006
            1.2       127.4261     0.56598491      126.20923     0.56108466      132.23658      2.3413442
            1.4      132.05557     0.60476381      130.96736     0.59981443      133.57614     0.74626837
            1.6      137.80384      0.6293116      136.77188     0.62053979      140.14553     0.83607715
            1.8      146.57446      0.6725283      145.61827     0.66960705      147.97598     0.73216063
              2      158.75618      0.6559039      157.88421     0.65335105      160.53534     0.72849759
            2.2      174.28523     0.69637068      173.22357      2.3074915      174.28523     0.69637068
            2.4      194.37093     0.73894416      193.38851      3.9423406      194.37076     0.73894394
            2.6      220.52254      1.1547442      219.46288      1.1524634      224.35184       2.189934
            2.8       247.1479     0.87296299       245.5109     0.82975012      251.28854      1.3611892
              3      242.77831     0.99933867      241.09098      1.0025264      246.71086      2.4498179
            3.2       80.80612     0.50539878      80.604289     0.50543325      80.806114     0.50539876
            3.4      31.469069     0.28862503      31.455182     0.28856725       33.40909      1.6063261
            3.6      14.236615     0.21851751      14.236622     0.21851754      15.481779      1.1565456
            3.8      6.3267505     0.13194214      5.0620166      1.2586278      6.3294616     0.13232867
              4      3.2396167    0.093271217      3.2396167    0.093271217       3.300196     0.10680241
            4.2      1.3988482    0.058175571     0.85936468     0.56464801      1.4005104    0.058247793
            4.4     0.67262477     0.03826197      0.6726248    0.038261972      1.2295495     0.56518668
            4.6     0.30584734    0.032595215     0.30465484     0.03202987     0.50250748     0.21463775
            4.8     0.18908891    0.040871198    0.097746825    0.089826805     0.18908894    0.040871199
              5     0.18908891    0.040871198    0.097746825    0.089826805     0.18908894    0.040871199
