#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.41307302   0.0052172649     0.39714948   0.0054308806      0.4227483     0.04714236
             10        1.20191   0.0085799245      1.1642434   0.0083558626      1.2836985    0.050266716
             20      1.8991389    0.010035713      1.8469544   0.0097517657      1.9423492    0.019158934
             30      2.4492467    0.011566825      2.3923446    0.011290264      2.4492371    0.011566801
             40      2.8276337    0.013407815      2.7695702    0.012737917      2.8961365    0.015685395
             50      3.0929114    0.014390423      3.0331307     0.01317886      3.1638917    0.022732541
             60      3.1942225    0.014106699      3.1464303    0.013733316      3.3226929    0.055745345
             70      3.1806411    0.013552876      3.1406768    0.013250546       3.230827    0.056262548
             80        3.05653    0.014245287      3.0287352    0.014163404      3.1055345    0.017818421
             90      2.9054002     0.01311532      2.8817061     0.01312414      2.9408862    0.014169477
            100      2.6651994    0.011798221      2.6508151     0.01170621      2.7182723    0.025621316
            110      2.4337395    0.013156479      2.4243433    0.013099727      2.4521508    0.014085012
            120      2.2321169    0.016047989      2.2251329    0.014227671       2.238632    0.020199619
            130      1.9951125    0.010050928      1.9932886    0.010070215      2.0215256    0.016446593
            140      1.7830297    0.010431277      1.7828179    0.010427372       1.792831    0.010568032
            150      1.5702163      0.0148359      1.5702163      0.0148359      1.5769307    0.013827644
            160      1.3920632    0.010296254      1.3920632    0.010296254      1.3967012    0.010542766
            170      1.2174334   0.0085352826      1.2174333    0.008535282      1.2236173    0.009109444
            180      1.0614138   0.0078335282      1.0614137   0.0078335284      1.0650334   0.0076809308
            190     0.92810019   0.0074688867     0.92810019   0.0074688867     0.93192875   0.0074589374
            200     0.82475169   0.0066110173     0.82351416   0.0066615173     0.82894074   0.0066662092
            210     0.72104293   0.0062217035     0.71324667   0.0087122396     0.72550024   0.0062716951
            220     0.63046667   0.0057886277     0.62957176   0.0058564741      0.6344791   0.0057895447
            230     0.55992362     0.00561367     0.55752103   0.0057630454      0.5639414   0.0056781639
            240     0.48196326    0.004996207     0.47973248   0.0049646235     0.48595502   0.0050893775
            250     0.43403863   0.0048716445     0.43302775   0.0048844532     0.43709702   0.0049123182
            260     0.38087986   0.0043992454     0.37957973    0.004403844     0.38372513   0.0044162715
            270     0.33430825   0.0041855149     0.33284758   0.0041642149     0.33713358   0.0042349033
            280     0.30119791   0.0044040164     0.30002687   0.0044100071     0.30363313   0.0044297577
            290     0.26341149   0.0037065518     0.26225217   0.0036917494      0.2656562   0.0037445069
            300     0.23675106   0.0043013982     0.23526448   0.0042921956     0.23829411    0.004314509
            310     0.20593516   0.0033353819     0.20459156   0.0033164643     0.20804702   0.0033766752
            320     0.18390626   0.0031059986     0.18278906   0.0031684418     0.18562302    0.003173377
            330     0.16242637   0.0029837155     0.16163588   0.0029653712      0.1639248   0.0030507272
            340     0.13870438   0.0027303487     0.13800183   0.0027194279     0.13980219   0.0027471413
            350     0.12332105   0.0024506211     0.12265184   0.0024399557     0.12441009   0.0024732222
            360     0.11593456   0.0024657458     0.11544546   0.0024677949     0.11701058   0.0025098515
            370      0.1032927   0.0023372236     0.10272517   0.0023268922     0.10420434   0.0023585545
            380    0.090748661   0.0022033439    0.090293765   0.0021921204    0.091497168   0.0022226561
            390    0.081034276   0.0019917771    0.080630924   0.0019848217    0.081698471   0.0020050384
            400     0.07353845   0.0018903921    0.073132972   0.0018820008    0.074201101   0.0019056951
            410    0.065032121   0.0018038674    0.064669221   0.0017954522    0.065637072   0.0018213124
            420    0.059966748   0.0018380062    0.059678887   0.0018529121    0.060431754   0.0018208772
            430    0.052534744   0.0016096643    0.052228884   0.0015985728    0.053010993    0.001625093
            440    0.051512517   0.0039631634    0.050684125    0.003742458    0.052558437    0.004380787
            450    0.044432712   0.0015251806    0.043634382   0.0016431359    0.044700648   0.0015276996
            460    0.037775277   0.0014517301    0.037639926   0.0014874308    0.038088647   0.0014420949
            470     0.03810656   0.0016017023    0.037613161   0.0014654945    0.038854135   0.0018520022
            480    0.029926337   0.0012043849    0.029806236   0.0012036637    0.030107062   0.0012089462
            490    0.031057107   0.0015136202    0.030828109   0.0014945984    0.031426606   0.0015487199
            500    0.024891267   0.0013895201    0.024638267   0.0013699732    0.025281315   0.0014295172
            510    0.023320486   0.0010979396    0.023197416   0.0010976997    0.023478106   0.0011041095
            520    0.021834509   0.0010542971    0.021684557   0.0010415902    0.022069138   0.0010781237
            530    0.018993871   0.0010176028    0.018993871   0.0010176028    0.019787081   0.0013467224
            540    0.018310553  0.00096414064    0.018310553  0.00096414064    0.018408864  0.00096428364
            550     0.01697351  0.00093006775    0.016741631  0.00093915549    0.017104497  0.00093598645
            560    0.014361598  0.00085930525    0.014283187  0.00085653491    0.014484584  0.00086502416
            570    0.014282744  0.00085667596    0.014225129  0.00085416064    0.014385472  0.00086252828
            580    0.011717824  0.00078100658    0.011659244  0.00077689179    0.011822748  0.00078879245
            590    0.010047241  0.00071336153    0.010035606  0.00071634618    0.010079688   0.0007121975
            600   0.0089582779  0.00066506885   0.0089300652  0.00066233897   0.0090168264  0.00067014203
            610   0.0091981237  0.00066255217   0.0091740912  0.00066206458    0.009247064  0.00066504916
            620   0.0079289315  0.00061777482   0.0078521904  0.00061013505   0.0080490634  0.00063276545
