#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.4159121     0.70356205      7.4467818     0.54448821      9.8404518     0.90112741
            0.2      16.970443     0.27183532      16.441398     0.24149752      17.432456     0.53988736
            0.4      25.652032      0.2602126      25.421877      0.2524617      26.272053     0.28840392
            0.6      34.310028     0.36113442      34.310028     0.36113442      34.761927      0.3743517
            0.8      41.136871     0.31930457      41.136872     0.31930457      41.297412     0.32060385
              1      49.413315     0.34555945      49.413315     0.34555945      49.737017     0.34772718
            1.2      57.680171     0.37585758      57.680169     0.37585756      58.096848     0.37962872
            1.4      67.358266      0.4196716      67.358265      0.4196716      69.069676      1.8386815
            1.6      81.058608     0.56220833      81.058607     0.56220833      82.390355      1.2885435
            1.8      99.686596      0.5394464      99.705669     0.53986747      100.45478     0.72291663
              2      126.15007     0.64441175      126.14818     0.60580384       126.8209      1.2522703
            2.2      164.10752     0.79552149      164.08991     0.85961837      164.91467     0.76440505
            2.4      216.19697     0.76473094      215.23734      0.7624366      218.22134      0.8412011
            2.6      293.51058     0.94467801      291.02702     0.94618384      297.06213      2.9627175
            2.8      391.16417      1.0379988      385.84374      1.0256364      397.58863      1.1954158
              3      433.72096      1.1134965      426.24336      1.0991084      438.39576      3.1609187
            3.2      173.35105     0.72340953      171.30918     0.71394024      176.04886      2.2377241
            3.4      75.829686     0.47547407      75.178128     0.48406918      76.625344      3.8151389
            3.6      37.043994     0.34527577      36.808513     0.34261184      37.976163     0.58022891
            3.8      18.212538     0.21915192      18.132769     0.21795721      18.319027     0.22217004
              4      9.6661162     0.15587085      9.6246524     0.15510358      9.6795199     0.18660561
            4.2      5.5902032     0.18619676      5.5696214     0.18494317      6.6638515     0.77393374
            4.4      3.0205602     0.12164972      3.0073511     0.11985706      3.2122193     0.24702916
            4.6      1.6250601    0.084335312      1.6207303    0.084310362      2.3727631      2.3133375
            4.8     0.80013177    0.051700171     0.44052137      0.6057299      0.8001309    0.051700145
              5     0.80013177    0.051700171     0.44052137      0.6057299      0.8001309    0.051700145
