# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.324495    0.092151309      13.324495    0.092151309      13.324495    0.092151309
            0.2       38.38522     0.15502015       38.38522     0.15502015       38.38522     0.15502015
            0.4      57.985766     0.18903682      57.985766     0.18903682      57.985766     0.18903682
            0.6      74.781842     0.22943718      74.781842     0.22943718      74.781842     0.22943718
            0.8      87.384469     0.23804523      87.384469     0.23804523      87.384469     0.23804523
              1      97.299841     0.26379467      97.299841     0.26379467      97.299841     0.26379467
            1.2      106.47293     0.26308663      106.47293     0.26308663      106.47293     0.26308663
            1.4      114.42454     0.27454295      114.42454     0.27454295      114.42454     0.27454295
            1.6      123.28036     0.28008402      123.28036     0.28008402      123.28036     0.28008402
            1.8      133.91465     0.29865275      133.91465     0.29865275      133.91465     0.29865275
              2      146.18158     0.30866371      146.18158     0.30866371      146.18158     0.30866371
            2.2      161.83131     0.33076423      161.83131     0.33076423      161.83131     0.33076423
            2.4      180.79485     0.36071234      180.79485     0.36071234      180.79485     0.36071234
            2.6      203.64104     0.44977949      203.64104     0.44977949      203.64104     0.44977949
            2.8      228.67188     0.42290447      228.67188     0.42290447      228.67188     0.42290447
              3      230.06094     0.42131378      230.06094     0.42131378      230.06094     0.42131378
            3.2      114.25648     0.29493791      114.25648     0.29493791      114.25648     0.29493791
            3.4      65.681477     0.21521572      65.681477     0.21521572      65.681477     0.21521572
            3.6      41.934227     0.23329271      41.934227     0.23329271      41.934227     0.23329271
            3.8      27.542213     0.13666508      27.542213     0.13666508      27.542213     0.13666508
              4      18.621079     0.11461642      18.621079     0.11461642      18.621079     0.11461642
            4.2      12.742768    0.089633584      12.742768    0.089633584      12.742768    0.089633584
            4.4      8.5924003    0.074466075      8.5924003    0.074466075      8.5924003    0.074466075
            4.6      6.0615642    0.065898569      6.0615642    0.065898569      6.0615642    0.065898569
            4.8      4.2208612    0.051778683      4.2208612    0.051778683      4.2208612    0.051778683
              5      4.2208612    0.051778683      4.2208612    0.051778683      4.2208612    0.051778683
