#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.3339161    0.054353432      4.3339161    0.054353432      4.3339161    0.054353432
           -3.8      6.2810282    0.068235164      6.2810282    0.068235164      6.2810282    0.068235164
           -3.6      8.8119103    0.097179134      8.8119103    0.097179134      8.8119103    0.097179134
           -3.4      12.431391    0.099364004      12.431391    0.099364004      12.431391    0.099364004
           -3.2      17.281489     0.11036732      17.281489     0.11036732      17.281489     0.11036732
             -3      22.829936     0.12853454      22.829936     0.12853454      22.829936     0.12853454
           -2.8      30.022806     0.14212059      30.022806     0.14212059      30.022806     0.14212059
           -2.6       38.66469     0.19017836       38.66469     0.19017836       38.66469     0.19017836
           -2.4      47.897489     0.18964545      47.897489     0.18964545      47.897489     0.18964545
           -2.2       57.12479     0.19429981       57.12479     0.19429981       57.12479     0.19429981
             -2      67.024659      0.2082173      67.024659      0.2082173      67.024659      0.2082173
           -1.8      76.236125     0.23215595      76.236125     0.23215595      76.236125     0.23215595
           -1.6      84.028592     0.23857941      84.028592     0.23857941      84.028592     0.23857941
           -1.4      90.156699      0.2562188      90.156699      0.2562188      90.156699      0.2562188
           -1.2      94.709872     0.24796871      94.709872     0.24796871      94.709872     0.24796871
             -1      97.012922     0.25279978      97.012922     0.25279978      97.012922     0.25279978
           -0.8      97.486025     0.25959388      97.486025     0.25959388      97.486025     0.25959388
           -0.6      98.068532     0.25455467      98.068532     0.25455467      98.068532     0.25455467
           -0.4      97.405779     0.27073508      97.405779     0.27073508      97.405779     0.27073508
           -0.2       96.99481     0.25498994       96.99481     0.25498994       96.99481     0.25498994
              0      96.665975     0.25671231      96.665975     0.25671231      96.665975     0.25671231
            0.2      97.628908     0.26753178      97.628908     0.26753178      97.628908     0.26753178
            0.4      97.509209     0.25067205      97.509209     0.25067205      97.509209     0.25067205
            0.6      97.693775     0.26952861      97.693775     0.26952861      97.693775     0.26952861
            0.8      96.896302     0.25948539      96.896302     0.25948539      96.896302     0.25948539
              1      95.035935     0.25406775      95.035935     0.25406775      95.035935     0.25406775
            1.2      89.848907     0.26069313      89.848907     0.26069313      89.848907     0.26069313
            1.4      84.187399     0.23415768      84.187399     0.23415768      84.187399     0.23415768
            1.6      76.456217     0.29605364      76.456217     0.29605364      76.456217     0.29605364
            1.8      67.338011     0.22240828      67.338011     0.22240828      67.338011     0.22240828
              2      57.517094     0.21652387      57.517094     0.21652387      57.517094     0.21652387
            2.2      47.789949     0.18518258      47.789949     0.18518258      47.789949     0.18518258
            2.4      38.479829     0.19229118      38.479829     0.19229118      38.479829     0.19229118
            2.6      30.176845     0.15125098      30.176845     0.15125098      30.176845     0.15125098
            2.8      22.793944      0.1346027      22.793944      0.1346027      22.793944      0.1346027
              3      17.031225     0.13658973      17.031225     0.13658973      17.031225     0.13658973
            3.2      12.217296     0.17808944      12.217296     0.17808944      12.217296     0.17808944
            3.4      8.9718247    0.085776896      8.9718247    0.085776896      8.9718247    0.085776896
            3.6      6.2210447    0.066682469      6.2210447    0.066682469      6.2210447    0.066682469
            3.8      4.3019842    0.069216814      4.3019842    0.069216814      4.3019842    0.069216814
              4      4.3019842    0.069216814      4.3019842    0.069216814      4.3019842    0.069216814
