#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.211158      0.1129542      20.211158      0.1129542      20.211158      0.1129542
            0.2      56.623493     0.18831721      56.623493     0.18831721      56.623493     0.18831721
            0.4      83.770795     0.27155023      83.770795     0.27155023      83.770795     0.27155023
            0.6       101.9045     0.26692314       101.9045     0.26692314       101.9045     0.26692314
            0.8      112.83347     0.28768167      112.83347     0.28768167      112.83347     0.28768167
              1      118.74294     0.28402417      118.74294     0.28402417      118.74294     0.28402417
            1.2      122.70299     0.27721524      122.70299     0.27721524      122.70299     0.27721524
            1.4      127.12934     0.28258101      127.12934     0.28258101      127.12934     0.28258101
            1.6      132.59861     0.29693685      132.59861     0.29693685      132.59861     0.29693685
            1.8      140.45987     0.30277084      140.45987     0.30277084      140.45987     0.30277084
              2      151.14205     0.31227377      151.14205     0.31227377      151.14205     0.31227377
            2.2      165.32571     0.32665908      165.32571     0.32665908      165.32571     0.32665908
            2.4      184.38559     0.36691058      184.38559     0.36691058      184.38559     0.36691058
            2.6      206.21816     0.43486306      206.21816     0.43486306      206.21816     0.43486306
            2.8      230.50716     0.43074839      230.50716     0.43074839      230.50716     0.43074839
              3      223.71052     0.40199806      223.71052     0.40199806      223.71052     0.40199806
            3.2      75.327757     0.25036045      75.327757     0.25036045      75.327757     0.25036045
            3.4      29.419106     0.14509913      29.419106     0.14509913      29.419106     0.14509913
            3.6      13.358533     0.18983357      13.358533     0.18983357      13.358533     0.18983357
            3.8      6.0629077    0.062175601      6.0629077    0.062175601      6.0629077    0.062175601
              4       2.899064    0.049971312       2.899064    0.049971312       2.899064    0.049971312
            4.2        1.36155    0.029419211        1.36155    0.029419211        1.36155    0.029419211
            4.4      0.6335417    0.018653876      0.6335417    0.018653876      0.6335417    0.018653876
            4.6     0.28376722    0.014726252     0.28376722    0.014726252     0.28376722    0.014726252
            4.8     0.14256106    0.016546509     0.14256106    0.016546509     0.14256106    0.016546509
              5     0.14256106    0.016546509     0.14256106    0.016546509     0.14256106    0.016546509
