#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.409251     0.11261249      20.409251     0.11261249      20.409251     0.11261249
            0.2       56.83478      0.1931594       56.83478      0.1931594       56.83478      0.1931594
            0.4      84.405702     0.24244878      84.405702     0.24244878      84.405702     0.24244878
            0.6      102.18892     0.25777256      102.18892     0.25777256      102.18892     0.25777256
            0.8      112.83431     0.27130813      112.83431     0.27130813      112.83431     0.27130813
              1      118.95557     0.28239484      118.95557     0.28239484      118.95557     0.28239484
            1.2      123.14609     0.29309441      123.14609     0.29309441      123.14609     0.29309441
            1.4      127.57785     0.28156574      127.57785     0.28156574      127.57785     0.28156574
            1.6      132.72637     0.29893497      132.72637     0.29893497      132.72637     0.29893497
            1.8      140.54027     0.30527025      140.54027     0.30527025      140.54027     0.30527025
              2      151.20696     0.36915381      151.20696     0.36915381      151.20696     0.36915381
            2.2      165.15338     0.32933584      165.15338     0.32933584      165.15338     0.32933584
            2.4      183.84879     0.37133118      183.84879     0.37133118      183.84879     0.37133118
            2.6      205.64928     0.41207396      205.64928     0.41207396      205.64928     0.41207396
            2.8      230.19119     0.41592498      230.19119     0.41592498      230.19119     0.41592498
              3      222.73107     0.43670505      222.73107     0.43670505      222.73107     0.43670505
            3.2      75.555521     0.25727088      75.555521     0.25727088      75.555521     0.25727088
            3.4      29.306976     0.14334825      29.306976     0.14334825      29.306976     0.14334825
            3.6      13.112902    0.093901799      13.112902    0.093901799      13.112902    0.093901799
            3.8      6.0664441    0.067358087      6.0664441    0.067358087      6.0664441    0.067358087
              4      2.9024094    0.043695389      2.9024094    0.043695389      2.9024094    0.043695389
            4.2      1.3472467    0.030039929      1.3472467    0.030039929      1.3472467    0.030039929
            4.4     0.67365174    0.025143494     0.67365174    0.025143494     0.67365174    0.025143494
            4.6     0.28011897    0.013182591     0.28011897    0.013182591     0.28011897    0.013182591
            4.8      0.1198151   0.0081359039      0.1198151   0.0081359039      0.1198151   0.0081359039
              5      0.1198151   0.0081359039      0.1198151   0.0081359039      0.1198151   0.0081359039
