#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.9021094     0.14260471      5.9021094     0.14260471      5.9021094     0.14260471
            0.2      14.771133     0.12416787      14.771133     0.12416787      14.771133     0.12416787
            0.4      23.530504     0.12776609      23.530504     0.12776609      23.530504     0.12776609
            0.6      31.212246     0.15684451      31.212246     0.15684451      31.212246     0.15684451
            0.8      38.625306     0.17876478      38.625306     0.17876478      38.625306     0.17876478
              1       45.86363      0.2000319       45.86363      0.2000319       45.86363      0.2000319
            1.2      53.658006     0.18822442      53.658006     0.18822442      53.658006     0.18822442
            1.4      63.317881     0.23989935      63.317881     0.23989935      63.317881     0.23989935
            1.6      75.946577     0.24132815      75.946577     0.24132815      75.946577     0.24132815
            1.8       92.76715     0.25073375       92.76715     0.25073375       92.76715     0.25073375
              2      117.85434     0.28468398      117.85434     0.28468398      117.85434     0.28468398
            2.2      153.34709     0.31824977      153.34709     0.31824977      153.34709     0.31824977
            2.4      205.08531     0.37992978      205.08531     0.37992978      205.08531     0.37992978
            2.6       279.7413     0.44990512       279.7413     0.44990512       279.7413     0.44990512
            2.8       373.9502     0.49164667       373.9502     0.49164667       373.9502     0.49164667
              3      419.92109     0.53587072      419.92109     0.53587072      419.92109     0.53587072
            3.2      166.98357     0.38498476      166.98357     0.38498476      166.98357     0.38498476
            3.4      72.820942     0.21925396      72.820942     0.21925396      72.820942     0.21925396
            3.6      34.682338     0.15105719      34.682338     0.15105719      34.682338     0.15105719
            3.8      17.603508     0.10804016      17.603508     0.10804016      17.603508     0.10804016
              4      9.3330496    0.093377262      9.3330496    0.093377262      9.3330496    0.093377262
            4.2      5.0532117    0.070684248      5.0532117    0.070684248      5.0532117    0.070684248
            4.4       2.779542    0.050502419       2.779542    0.050502419       2.779542    0.050502419
            4.6      1.4387927    0.031003501      1.4387927    0.031003501      1.4387927    0.031003501
            4.8     0.79812332    0.029132104     0.79812332    0.029132104     0.79812332    0.029132104
              5     0.79812332    0.029132104     0.79812332    0.029132104     0.79812332    0.029132104
