#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14488955    0.010934401     0.14488955    0.010934401     0.14488955    0.010934401
           -3.8     0.28393229    0.012418193     0.28393229    0.012418193     0.28393229    0.012418193
           -3.6     0.50631781     0.01873591     0.50631781     0.01873591     0.50631781     0.01873591
           -3.4      0.8505563    0.023440784      0.8505563    0.023440784      0.8505563    0.023440784
           -3.2      1.4838878    0.031551333      1.4838878    0.031551333      1.4838878    0.031551333
             -3      2.3142844    0.039421474      2.3142844    0.039421474      2.3142844    0.039421474
           -2.8      3.8062541    0.054976101      3.8062541    0.054976101      3.8062541    0.054976101
           -2.6      5.9698686    0.066509119      5.9698686    0.066509119      5.9698686    0.066509119
           -2.4      9.2312082    0.075506426      9.2312082    0.075506426      9.2312082    0.075506426
           -2.2      13.815534    0.099435666      13.815534    0.099435666      13.815534    0.099435666
             -2      20.773026     0.12847061      20.773026     0.12847061      20.773026     0.12847061
           -1.8      30.559184     0.14400854      30.559184     0.14400854      30.559184     0.14400854
           -1.6      43.681419     0.17152592      43.681419     0.17152592      43.681419     0.17152592
           -1.4      61.340192     0.20465166      61.340192     0.20465166      61.340192     0.20465166
           -1.2      84.355278     0.25753233      84.355278     0.25753233      84.355278     0.25753233
             -1      113.52628     0.27484065      113.52628     0.27484065      113.52628     0.27484065
           -0.8      146.38405     0.31012738      146.38405     0.31012738      146.38405     0.31012738
           -0.6      180.45543     0.34944474      180.45543     0.34944474      180.45543     0.34944474
           -0.4      208.64573     0.38338123      208.64573     0.38338123      208.64573     0.38338123
           -0.2      225.94075     0.39947483      225.94075     0.39947483      225.94075     0.39947483
              0      225.46324     0.39785794      225.46324     0.39785794      225.46324     0.39785794
            0.2      208.52174     0.40430868      208.52174     0.40430868      208.52174     0.40430868
            0.4      179.97182     0.38579597      179.97182     0.38579597      179.97182     0.38579597
            0.6      146.90424     0.32560595      146.90424     0.32560595      146.90424     0.32560595
            0.8        113.607     0.28780246        113.607     0.28780246        113.607     0.28780246
              1      84.920117     0.25074673      84.920117     0.25074673      84.920117     0.25074673
            1.2      61.172815     0.22129144      61.172815     0.22129144      61.172815     0.22129144
            1.4      43.299241     0.17276796      43.299241     0.17276796      43.299241     0.17276796
            1.6      30.224492     0.13998687      30.224492     0.13998687      30.224492     0.13998687
            1.8      20.869908     0.14268985      20.869908     0.14268985      20.869908     0.14268985
              2      14.181896     0.19024041      14.181896     0.19024041      14.181896     0.19024041
            2.2      9.1731401    0.078371142      9.1731401    0.078371142      9.1731401    0.078371142
            2.4      5.9044075    0.067983294      5.9044075    0.067983294      5.9044075    0.067983294
            2.6      3.7785184    0.051570911      3.7785184    0.051570911      3.7785184    0.051570911
            2.8      2.2894989    0.037291784      2.2894989    0.037291784      2.2894989    0.037291784
              3      1.4064813    0.029234063      1.4064813    0.029234063      1.4064813    0.029234063
            3.2     0.84644733     0.02255702     0.84644733     0.02255702     0.84644733     0.02255702
            3.4     0.48859338    0.016798917     0.48859338    0.016798917     0.48859338    0.016798917
            3.6     0.28562757    0.013175996     0.28562757    0.013175996     0.28562757    0.013175996
            3.8     0.14515577     0.01034743     0.14515577     0.01034743     0.14515577     0.01034743
              4     0.14515577     0.01034743     0.14515577     0.01034743     0.14515577     0.01034743
