#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6246477    0.048721628      3.6246477    0.048721628      3.6246477    0.048721628
           -3.8      4.8423649     0.06113464      4.8423649     0.06113464      4.8423649     0.06113464
           -3.6      6.4524443    0.067380619      6.4524443    0.067380619      6.4524443    0.067380619
           -3.4      8.3459568    0.074210047      8.3459568    0.074210047      8.3459568    0.074210047
           -3.2      10.571049    0.081258089      10.571049    0.081258089      10.571049    0.081258089
             -3      13.762593    0.094403445      13.762593    0.094403445      13.762593    0.094403445
           -2.8      17.412594     0.10537249      17.412594     0.10537249      17.412594     0.10537249
           -2.6      22.175849     0.12043294      22.175849     0.12043294      22.175849     0.12043294
           -2.4       27.92369       0.137261       27.92369       0.137261       27.92369       0.137261
           -2.2       34.63196     0.15454094       34.63196     0.15454094       34.63196     0.15454094
             -2      43.171676     0.17829744      43.171676     0.17829744      43.171676     0.17829744
           -1.8       53.34237     0.18739749       53.34237     0.18739749       53.34237     0.18739749
           -1.6      64.709059     0.21002139      64.709059     0.21002139      64.709059     0.21002139
           -1.4      77.576053     0.23788169      77.576053     0.23788169      77.576053     0.23788169
           -1.2      92.518247     0.28067887      92.518247     0.28067887      92.518247     0.28067887
             -1      106.68628     0.27283433      106.68628     0.27283433      106.68628     0.27283433
           -0.8      122.58325     0.28598319      122.58325     0.28598319      122.58325     0.28598319
           -0.6      135.49358     0.30725128      135.49358     0.30725128      135.49358     0.30725128
           -0.4      145.78496     0.31324247      145.78496     0.31324247      145.78496     0.31324247
           -0.2      151.76899     0.32830111      151.76899     0.32830111      151.76899     0.32830111
              0      151.87127     0.33363101      151.87127     0.33363101      151.87127     0.33363101
            0.2      146.06854     0.32217901      146.06854     0.32217901      146.06854     0.32217901
            0.4      135.18234     0.33304385      135.18234     0.33304385      135.18234     0.33304385
            0.6      122.38657     0.30151479      122.38657     0.30151479      122.38657     0.30151479
            0.8      107.43635     0.28724431      107.43635     0.28724431      107.43635     0.28724431
              1      92.007292     0.27060287      92.007292     0.27060287      92.007292     0.27060287
            1.2      77.987608     0.23406786      77.987608     0.23406786      77.987608     0.23406786
            1.4      64.830273     0.21875816      64.830273     0.21875816      64.830273     0.21875816
            1.6      53.184318     0.19821184      53.184318     0.19821184      53.184318     0.19821184
            1.8      43.306999     0.16878678      43.306999     0.16878678      43.306999     0.16878678
              2      34.906275     0.23752918      34.906275     0.23752918      34.906275     0.23752918
            2.2      27.661003     0.13400753      27.661003     0.13400753      27.661003     0.13400753
            2.4      21.813604     0.11891467      21.813604     0.11891467      21.813604     0.11891467
            2.6       17.30141     0.18348022       17.30141     0.18348022       17.30141     0.18348022
            2.8      13.783404    0.096121051      13.783404    0.096121051      13.783404    0.096121051
              3      10.513784    0.084430651      10.513784    0.084430651      10.513784    0.084430651
            3.2      8.1511119    0.076607862      8.1511119    0.076607862      8.1511119    0.076607862
            3.4      6.2484388    0.065299503      6.2484388    0.065299503      6.2484388    0.065299503
            3.6      4.7371188    0.054164198      4.7371188    0.054164198      4.7371188    0.054164198
            3.8       3.716986    0.048796868       3.716986    0.048796868       3.716986    0.048796868
              4       3.716986    0.048796868       3.716986    0.048796868       3.716986    0.048796868
