#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.77207     0.26887216      112.77207     0.26887216      112.77207     0.26887216
            0.2        110.468     0.30644429        110.468     0.30644429        110.468     0.30644429
            0.4      110.21571      0.2625603      110.21571      0.2625603      110.21571      0.2625603
            0.6      109.42572     0.27228784      109.42572     0.27228784      109.42572     0.27228784
            0.8      109.74262     0.28225249      109.74262     0.28225249      109.74262     0.28225249
              1      111.14748     0.27063106      111.14748     0.27063106      111.14748     0.27063106
            1.2      114.72206     0.26677342      114.72206     0.26677342      114.72206     0.26677342
            1.4      120.06796      0.2781115      120.06796      0.2781115      120.06796      0.2781115
            1.6      127.54526     0.29153639      127.54526     0.29153639      127.54526     0.29153639
            1.8      137.85461     0.29998545      137.85461     0.29998545      137.85461     0.29998545
              2      152.03522     0.32440841      152.03522     0.32440841      152.03522     0.32440841
            2.2      169.28425     0.34496488      169.28425     0.34496488      169.28425     0.34496488
            2.4      190.78551     0.40448725      190.78551     0.40448725      190.78551     0.40448725
            2.6      214.77597     0.41589646      214.77597     0.41589646      214.77597     0.41589646
            2.8      238.77425     0.43425574      238.77425     0.43425574      238.77425     0.43425574
              3      178.24594      0.4002525      178.24594      0.4002525      178.24594      0.4002525
            3.2      178.24594      0.4002525      178.24594      0.4002525      178.24594      0.4002525
