#         pttop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19648722   0.0016453679     0.19648722   0.0016453679     0.19648722   0.0016453679
             10     0.57116621   0.0042105631     0.57116621   0.0042105631     0.57116621   0.0042105631
             20     0.92298243   0.0036022353     0.92298243   0.0036022353     0.92298243   0.0036022353
             30      1.2377925   0.0045558682      1.2377925   0.0045558682      1.2377925   0.0045558682
             40      1.5288805   0.0045702038      1.5288805   0.0045702038      1.5288805   0.0045702038
             50      1.7630922   0.0049297871      1.7630922   0.0049297871      1.7630922   0.0049297871
             60      1.9461153   0.0053612469      1.9461153   0.0053612469      1.9461153   0.0053612469
             70      2.0857252    0.005246632      2.0857252    0.005246632      2.0857252    0.005246632
             80      2.1771154   0.0054445849      2.1771154   0.0054445849      2.1771154   0.0054445849
             90      2.2176754   0.0057372859      2.2176754   0.0057372859      2.2176754   0.0057372859
            100      2.2088745     0.00527906      2.2088745     0.00527906      2.2088745     0.00527906
            110      2.1880016    0.005451275      2.1880016    0.005451275      2.1880016    0.005451275
            120      2.1273332   0.0055145082      2.1273332   0.0055145082      2.1273332   0.0055145082
            130      2.0481401   0.0051720388      2.0481401   0.0051720388      2.0481401   0.0051720388
            140      1.9496829   0.0050171241      1.9496829   0.0050171241      1.9496829   0.0050171241
            150      1.8413413   0.0048877387      1.8413413   0.0048877387      1.8413413   0.0048877387
            160      1.7214148   0.0053324947      1.7214148   0.0053324947      1.7214148   0.0053324947
            170      1.6010201   0.0044879578      1.6010201   0.0044879578      1.6010201   0.0044879578
            180      1.4821784    0.004547219      1.4821784    0.004547219      1.4821784    0.004547219
            190      1.3572013   0.0044077318      1.3572013   0.0044077318      1.3572013   0.0044077318
            200      1.2405649   0.0041395048      1.2405649   0.0041395048      1.2405649   0.0041395048
            210      1.1360465   0.0041509556      1.1360465   0.0041509556      1.1360465   0.0041509556
            220      1.0362985   0.0036932522      1.0362985   0.0036932522      1.0362985   0.0036932522
            230     0.93391426   0.0035638728     0.93391426   0.0035638728     0.93391426   0.0035638728
            240     0.84662596   0.0034029684     0.84662596   0.0034029684     0.84662596   0.0034029684
            250     0.76317594   0.0031307554     0.76317594   0.0031307554     0.76317594   0.0031307554
            260     0.69001457   0.0030464405     0.69001457   0.0030464405     0.69001457   0.0030464405
            270     0.62277929   0.0030302713     0.62277929   0.0030302713     0.62277929   0.0030302713
            280     0.55733741    0.002830758     0.55733741    0.002830758     0.55733741    0.002830758
            290     0.50164635   0.0025464179     0.50164635   0.0025464179     0.50164635   0.0025464179
            300     0.44905853   0.0031390111     0.44905853   0.0031390111     0.44905853   0.0031390111
            310      0.4045173   0.0022877898      0.4045173   0.0022877898      0.4045173   0.0022877898
            320      0.3654679   0.0025468825      0.3654679   0.0025468825      0.3654679   0.0025468825
            330     0.32824083   0.0021564005     0.32824083   0.0021564005     0.32824083   0.0021564005
            340     0.29598903   0.0021747794     0.29598903   0.0021747794     0.29598903   0.0021747794
            350     0.26598985   0.0020878048     0.26598985   0.0020878048     0.26598985   0.0020878048
            360      0.2377321     0.00181076      0.2377321     0.00181076      0.2377321     0.00181076
            370     0.21579386   0.0017317986     0.21579386   0.0017317986     0.21579386   0.0017317986
            380     0.19559125   0.0016472728     0.19559125   0.0016472728     0.19559125   0.0016472728
