#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       3.476515    0.094743055       3.476515    0.094743055       3.476515    0.094743055
            0.2      8.9451802     0.12325347      8.9451802     0.12325347      8.9451802     0.12325347
            0.4      14.423791     0.13407843      14.423791     0.13407843      14.423791     0.13407843
            0.6      20.136768     0.12649032      20.136768     0.12649032      20.136768     0.12649032
            0.8      25.916533      0.1429491      25.916533      0.1429491      25.916533      0.1429491
              1      32.349707     0.18587346      32.349707     0.18587346      32.349707     0.18587346
            1.2      39.627501     0.16320668      39.627501     0.16320668      39.627501     0.16320668
            1.4      48.683693     0.20824345      48.683693     0.20824345      48.683693     0.20824345
            1.6      60.511207     0.22056764      60.511207     0.22056764      60.511207     0.22056764
            1.8      76.270331     0.22846117      76.270331     0.22846117      76.270331     0.22846117
              2      99.006947     0.25929134      99.006947     0.25929134      99.006947     0.25929134
            2.2      132.09944     0.30904666      132.09944     0.30904666      132.09944     0.30904666
            2.4       180.1412     0.34539489       180.1412     0.34539489       180.1412     0.34539489
            2.6      248.94982      0.4166435      248.94982      0.4166435      248.94982      0.4166435
            2.8      341.31304     0.47574301      341.31304     0.47574301      341.31304     0.47574301
              3      396.99019     0.51966829      396.99019     0.51966829      396.99019     0.51966829
            3.2       203.8333     0.37930094       203.8333     0.37930094       203.8333     0.37930094
            3.4      119.35643     0.32715457      119.35643     0.32715457      119.35643     0.32715457
            3.6      77.129789     0.26790539      77.129789     0.26790539      77.129789     0.26790539
            3.8      52.099444     0.18277487      52.099444     0.18277487      52.099444     0.18277487
              4      35.716581     0.15130838      35.716581     0.15130838      35.716581     0.15130838
            4.2      25.220556     0.12885413      25.220556     0.12885413      25.220556     0.12885413
            4.4      17.975647     0.11109251      17.975647     0.11109251      17.975647     0.11109251
            4.6      13.002469    0.094782391      13.002469    0.094782391      13.002469    0.094782391
            4.8      9.4154308    0.073816523      9.4154308    0.073816523      9.4154308    0.073816523
              5      9.4154308    0.073816523      9.4154308    0.073816523      9.4154308    0.073816523
