#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.396191    0.091863835      13.396191    0.091863835      13.396191    0.091863835
            0.2      38.425574     0.16778436      38.425574     0.16778436      38.425574     0.16778436
            0.4      58.428905     0.19527537      58.428905     0.19527537      58.428905     0.19527537
            0.6      75.018912     0.22699028      75.018912     0.22699028      75.018912     0.22699028
            0.8      87.500655     0.23440439      87.500655     0.23440439      87.500655     0.23440439
              1      97.794281      0.2642842      97.794281      0.2642842      97.794281      0.2642842
            1.2      106.43953     0.26162702      106.43953     0.26162702      106.43953     0.26162702
            1.4      114.76975     0.27993679      114.76975     0.27993679      114.76975     0.27993679
            1.6      124.41343     0.28252616      124.41343     0.28252616      124.41343     0.28252616
            1.8      133.45246     0.29650782      133.45246     0.29650782      133.45246     0.29650782
              2      146.08189     0.32961975      146.08189     0.32961975      146.08189     0.32961975
            2.2      161.72802     0.36943254      161.72802     0.36943254      161.72802     0.36943254
            2.4       180.3651     0.35634222       180.3651     0.35634222       180.3651     0.35634222
            2.6      202.65555      0.4012199      202.65555      0.4012199      202.65555      0.4012199
            2.8      228.57966       0.421849      228.57966       0.421849      228.57966       0.421849
              3      229.69055     0.43349088      229.69055     0.43349088      229.69055     0.43349088
            3.2      113.88686     0.31056118      113.88686     0.31056118      113.88686     0.31056118
            3.4      65.859989     0.22387686      65.859989     0.22387686      65.859989     0.22387686
            3.6      41.637246     0.17112958      41.637246     0.17112958      41.637246     0.17112958
            3.8      27.509525     0.13646072      27.509525     0.13646072      27.509525     0.13646072
              4      18.616241     0.11130474      18.616241     0.11130474      18.616241     0.11130474
            4.2        12.7601    0.092614307        12.7601    0.092614307        12.7601    0.092614307
            4.4      8.7475887    0.073873908      8.7475887    0.073873908      8.7475887    0.073873908
            4.6      6.1384513    0.068613328      6.1384513    0.068613328      6.1384513    0.068613328
            4.8      4.2101711    0.052981186      4.2101711    0.052981186      4.2101711    0.052981186
              5      4.2101711    0.052981186      4.2101711    0.052981186      4.2101711    0.052981186
