# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6722306    0.051985377      3.6722306    0.051985377      3.6722306    0.051985377
           -3.8      4.8444825    0.055258635      4.8444825    0.055258635      4.8444825    0.055258635
           -3.6      6.2805823    0.069431299      6.2805823    0.069431299      6.2805823    0.069431299
           -3.4      8.2708505    0.074013446      8.2708505    0.074013446      8.2708505    0.074013446
           -3.2      10.621123     0.08665617      10.621123     0.08665617      10.621123     0.08665617
             -3      13.627785     0.09494754      13.627785     0.09494754      13.627785     0.09494754
           -2.8      17.595345      0.1157539      17.595345      0.1157539      17.595345      0.1157539
           -2.6      22.109688     0.12099787      22.109688     0.12099787      22.109688     0.12099787
           -2.4      27.938407      0.1344794      27.938407      0.1344794      27.938407      0.1344794
           -2.2      34.890295     0.15212657      34.890295     0.15212657      34.890295     0.15212657
             -2      43.062744     0.17974763      43.062744     0.17974763      43.062744     0.17974763
           -1.8      52.932697     0.21254915      52.932697     0.21254915      52.932697     0.21254915
           -1.6      65.013431     0.21750289      65.013431     0.21750289      65.013431     0.21750289
           -1.4      77.934296     0.28241206      77.934296     0.28241206      77.934296     0.28241206
           -1.2      92.196929      0.2476632      92.196929      0.2476632      92.196929      0.2476632
             -1      106.98173     0.30076781      106.98173     0.30076781      106.98173     0.30076781
           -0.8      122.06889      0.2951866      122.06889      0.2951866      122.06889      0.2951866
           -0.6      135.45838     0.30326487      135.45838     0.30326487      135.45838     0.30326487
           -0.4      145.90298     0.32423976      145.90298     0.32423976      145.90298     0.32423976
           -0.2      151.82584      0.3240649      151.82584      0.3240649      151.82584      0.3240649
              0      152.05383     0.35993556      152.05383     0.35993556      152.05383     0.35993556
            0.2      145.89034     0.32539616      145.89034     0.32539616      145.89034     0.32539616
            0.4      135.44035     0.31100032      135.44035     0.31100032      135.44035     0.31100032
            0.6      122.45657     0.30146344      122.45657     0.30146344      122.45657     0.30146344
            0.8      106.98542     0.28759976      106.98542     0.28759976      106.98542     0.28759976
              1       91.99801     0.26738207       91.99801     0.26738207       91.99801     0.26738207
            1.2      78.279291     0.25291345      78.279291     0.25291345      78.279291     0.25291345
            1.4      64.318457     0.20321495      64.318457     0.20321495      64.318457     0.20321495
            1.6      53.066143     0.18953419      53.066143     0.18953419      53.066143     0.18953419
            1.8      43.302329     0.17637347      43.302329     0.17637347      43.302329     0.17637347
              2      34.696512     0.15950352      34.696512     0.15950352      34.696512     0.15950352
            2.2      27.782555     0.13599201      27.782555     0.13599201      27.782555     0.13599201
            2.4      21.990622     0.12044355      21.990622     0.12044355      21.990622     0.12044355
            2.6      17.420466     0.10924589      17.420466     0.10924589      17.420466     0.10924589
            2.8      13.684861    0.094936967      13.684861    0.094936967      13.684861    0.094936967
              3      10.724322    0.091134087      10.724322    0.091134087      10.724322    0.091134087
            3.2      8.2573837    0.074864775      8.2573837    0.074864775      8.2573837    0.074864775
            3.4      6.3317392    0.064672331      6.3317392    0.064672331      6.3317392    0.064672331
            3.6      4.7632823    0.054225451      4.7632823    0.054225451      4.7632823    0.054225451
            3.8      3.7175048    0.051236158      3.7175048    0.051236158      3.7175048    0.051236158
              4      3.7175048    0.051236158      3.7175048    0.051236158      3.7175048    0.051236158
