# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2876454    0.038801774      3.2876454    0.038801774      3.2876454    0.038801774
            0.2      9.7013969    0.066912631      9.7013969    0.066912631      9.7013969    0.066912631
            0.4      15.472299    0.085372565      15.472299    0.085372565      15.472299    0.085372565
            0.6      20.728221    0.098434005      20.728221    0.098434005      20.728221    0.098434005
            0.8      25.928325     0.11124105      25.928325     0.11124105      25.928325     0.11124105
              1      30.577339     0.12496626      30.577339     0.12496626      30.577339     0.12496626
            1.2      35.601349     0.13182795      35.601349     0.13182795      35.601349     0.13182795
            1.4      41.184395     0.14221645      41.184395     0.14221645      41.184395     0.14221645
            1.6      48.027447     0.15553624      48.027447     0.15553624      48.027447     0.15553624
            1.8      57.079751     0.17128752      57.079751     0.17128752      57.079751     0.17128752
              2      69.948506     0.18963767      69.948506     0.18963767      69.948506     0.18963767
            2.2      88.953892     0.22877598      88.953892     0.22877598      88.953892     0.22877598
            2.4      119.31032     0.25777462      119.31032     0.25777462      119.31032     0.25777462
            2.6      173.94084     0.32173406      173.94084     0.32173406      173.94084     0.32173406
            2.8      285.70912     0.43000462      285.70912     0.43000462      285.70912     0.43000462
              3      509.56802     0.63965868      509.56802     0.63965868      509.56802     0.63965868
            3.2      292.67697     0.52032611      292.67697     0.52032611      292.67697     0.52032611
            3.4       166.1988      0.3935347       166.1988      0.3935347       166.1988      0.3935347
            3.6       101.9685     0.28803619       101.9685     0.28803619       101.9685     0.28803619
            3.8        64.8708     0.22779855        64.8708     0.22779855        64.8708     0.22779855
              4      43.174718     0.18805323      43.174718     0.18805323      43.174718     0.18805323
            4.2      29.350457     0.14475623      29.350457     0.14475623      29.350457     0.14475623
            4.4      20.379329     0.13432771      20.379329     0.13432771      20.379329     0.13432771
            4.6      14.646769      0.1045081      14.646769      0.1045081      14.646769      0.1045081
            4.8      10.420848    0.088896597      10.420848    0.088896597      10.420848    0.088896597
              5      10.420848    0.088896597      10.420848    0.088896597      10.420848    0.088896597
