#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       5.152865    0.031418038      4.6092867    0.028113483      5.6721078    0.035483008
            0.2      14.711075    0.052279619      13.266127    0.047257237      15.993003    0.057591109
            0.4      23.510723    0.065738899      21.289906    0.059615774      25.381923    0.072042053
            0.6      31.288788    0.075499809      28.421212    0.068711948      33.599561    0.082166407
            0.8      38.418018    0.083458805      34.936975    0.076056563      41.152235    0.090462602
              1      45.382366    0.090679584      41.312052    0.082674135      48.500215    0.098501921
            1.2      52.971724    0.097923962      48.249432    0.089362794      56.522144     0.10592814
            1.4      62.096662      0.1060419      56.573493     0.09680069       66.18291     0.11481765
            1.6      73.612586     0.11538735      67.063015     0.10533097       78.39914     0.12446359
            1.8      90.133276     0.12754873      82.149883     0.11647176      95.856749     0.13744105
              2      112.68581      0.1426452      102.76127      0.1299698      119.63239      0.1561593
            2.2      145.69296     0.16114419      132.95196     0.14737273      154.37339       0.175889
            2.4      193.52973     0.18428023      176.75864     0.16902807      204.56973     0.20164564
            2.6       261.6026     0.21151952      239.17446      0.1935523      275.79584     0.22936337
            2.8      347.46712     0.23943812      317.92814     0.21936533      365.43864     0.25918298
              3      387.85053     0.25135842      354.72291      0.2303559      407.64411     0.27609229
            3.2      155.58192     0.21409256      140.32323     0.15614066      166.21365     0.37156059
            3.4      68.693228      0.1154635      60.899786     0.10177485      74.947026     0.13268744
            3.6      33.320413    0.081328664      29.119971    0.070578454      36.960752    0.095336568
            3.8        16.9521    0.058457942      14.619745    0.049864999      19.083862    0.069470905
              4      8.9325058    0.042885502      7.6178143    0.036002445      10.171076    0.051956545
            4.2      4.8890465    0.032159668      4.1290071    0.026694469      5.6217374    0.039368479
            4.4      2.6719657    0.024210252      2.2379829    0.019775653      3.0948528    0.030556178
            4.6      1.4729357    0.018253938      1.2220304    0.014807333      1.7231417    0.022860914
            4.8      0.8334597    0.014260761     0.68153947     0.01135501     0.99278828    0.018381453
              5      0.8334597    0.014260761     0.68153947     0.01135501     0.99278828    0.018381453
