# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      3.8705688   0.0037792967      3.6339222   0.0035557513      3.9700567   0.0039450135
             10      5.4769485   0.0043417708      5.0381214   0.0040000067      5.7465548   0.0046602405
             20      4.7505771   0.0040568835      4.3361854   0.0037071811      5.0246691   0.0044059396
             30      3.9048498   0.0037088439       3.552476   0.0033739914      4.1434985   0.0040435019
             40       3.201712    0.004280165      2.9085659   0.0031532699       3.400511   0.0074125445
             50       2.650531   0.0031011766       2.403497   0.0028058841      2.8215431   0.0034397518
             60      2.2212877    0.002845909       2.011891   0.0025798119      2.3674372   0.0031355129
             70      1.8823843   0.0026301141      1.7036592   0.0023891651      2.0079341   0.0029065651
             80      1.6102867   0.0024404363      1.4555406   0.0022029704      1.7203544   0.0027109022
             90      1.3873502   0.0022686601      1.2528079   0.0020477081       1.483964   0.0025011662
            100      1.2085334    0.002121464      1.0905569   0.0019123758      1.2939502    0.002342606
            110       1.058162    0.001987788     0.95444958   0.0017915909      1.1334981   0.0021889262
            120     0.93057482   0.0018666778     0.83887063   0.0016813652     0.99758954   0.0020667935
            130     0.82648092   0.0017617028     0.74469379   0.0015848709     0.88655094   0.0019530922
            140     0.73962561   0.0016665994     0.66601265    0.001503158     0.79407496    0.001847657
            150     0.66030281   0.0015761668     0.59435368   0.0014172499     0.70924118   0.0017431995
            160     0.59160514   0.0014926532     0.53215697   0.0013408082     0.63623861   0.0016442712
            170     0.53326161   0.0014181434      0.4794941   0.0012729016      0.5736945   0.0015648696
            180     0.48315843   0.0013514796     0.43442626   0.0012127757      0.5197548   0.0015013358
            190     0.43919754   0.0012883468     0.39472276   0.0011571907     0.47278489   0.0014386425
            200     0.39882221   0.0012284534     0.35845053   0.0011031889     0.42928517   0.0013724019
            210     0.36348111   0.0011723025     0.32663143   0.0010527937     0.39134766   0.0013056834
            220     0.33291068   0.0011245517     0.29910398   0.0010229168     0.35853855   0.0013423705
            230     0.30333349   0.0010718673     0.27238163  0.00096072823     0.32695532   0.0011983971
            240     0.27879044   0.0010269303     0.25030471   0.0009210724      0.3005845   0.0011362362
            250     0.25588146  0.00098437094     0.22965208  0.00088256231     0.27602293   0.0010937443
            260     0.23492322  0.00094329784     0.21082344  0.00084566006     0.25350641   0.0010494982
            270     0.21543359  0.00090438289     0.19329664  0.00080966543     0.23249373   0.0010034689
            280     0.19754996  0.00086816915     0.17735834  0.00077569666     0.21299958  0.00098118626
            290     0.18382073  0.00083586182     0.16475956  0.00074711031     0.19876559  0.00092831781
            300     0.16948468  0.00080196078     0.15186731  0.00071724818     0.18332289  0.00089065335
            310     0.15573727  0.00076852459     0.13971553  0.00068786664     0.16812161   0.0008550645
            320     0.14437537  0.00074041915     0.12927732  0.00066153123     0.15635318  0.00082281438
            330     0.13269523  0.00070980467     0.11902497  0.00063670593     0.14327181  0.00078963044
            340     0.12457369  0.00068835557     0.11157911  0.00061459358      0.1348403  0.00076747261
            350     0.11377267  0.00065782862      0.1019579  0.00058767442     0.12304025  0.00073307563
            360     0.10659907  0.00063645813    0.095562077  0.00056895059     0.11518774   0.0007109601
            370    0.099975532  0.00061711903    0.089588972   0.0005512849     0.10813232  0.00069053036
            380    0.091572934  0.00058939363    0.082120204  0.00052780993    0.098926361  0.00065346631
            390    0.085759098  0.00057005094    0.076821641  0.00050983975    0.092811453  0.00063305684
            400    0.078009321  0.00054407925    0.069987335  0.00048715766    0.084226783  0.00060319884
            410    0.073508724  0.00052864715    0.065902572  0.00047273255    0.079456536  0.00058853068
            420    0.068552109  0.00050974422    0.061427653  0.00045614859    0.074164001  0.00056408798
            430    0.063135874  0.00049060916    0.056589567  0.00043815483    0.068250955  0.00054807593
            440    0.057936883  0.00046945526     0.05190699  0.00041982525    0.062682832  0.00052037244
            450    0.055288461  0.00045863635    0.049571099  0.00041018525    0.059752797  0.00051290018
            460    0.050113856   0.0004368239    0.044943694  0.00039036885    0.054126198  0.00048751711
            470    0.047612319  0.00042565403    0.042627346  0.00038006109    0.051563356  0.00047371367
            480    0.044592018  0.00041198658    0.039939837  0.00036785246     0.04825645  0.00046161054
            490    0.041833969   0.0004064987    0.037746242  0.00038664742    0.044712891  0.00069571065
            500    0.038496061  0.00038242456    0.034526941  0.00034219135    0.041563103  0.00042433192
            510    0.036168576  0.00037065998     0.03242879  0.00033184563    0.039081131  0.00041073866
            520    0.033553351  0.00035658716    0.030114358  0.00032151374    0.036181114  0.00040942796
            530    0.030995022  0.00034252151    0.027762781  0.00030649311    0.033534407  0.00038100516
            540    0.029069162  0.00033223759    0.026045448  0.00029731528    0.031463129  0.00037147893
            550    0.026787328   0.0003191091    0.024046817  0.00028568466    0.028887736  0.00035428436
            560    0.025647279  0.00031253378    0.022965928  0.00027891549    0.027761777  0.00034767193
            570    0.023649577  0.00029949101    0.021203822  0.00026809847     0.02555859  0.00033129648
            580    0.022293169   0.0002914535    0.019994603  0.00026078488    0.024078306  0.00032317003
            590     0.02152091  0.00028566382    0.019305684  0.00025584361    0.023233766  0.00031616581
            600    0.019799953  0.00027462454    0.017766313  0.00024557383    0.021363831  0.00030700211
            610     0.01874433  0.00026708465    0.016850591  0.00023964324    0.020167726  0.00029704316
            620    0.016744562  0.00025189253    0.015006397  0.00022548663      0.0180902  0.00027846993
            630    0.016462486  0.00024995104    0.014759201  0.00022355677    0.017794871  0.00027747163
            640    0.015423668  0.00024231986    0.013867668  0.00021708718    0.016589991  0.00027089563
            650     0.01376025  0.00022966196    0.012369463  0.00020528462    0.014811936  0.00025572489
            660     0.01334482  0.00022466202    0.011963749  0.00020136477    0.014413558  0.00024760431
            670    0.012257958  0.00021643316    0.011005408  0.00019380861    0.013210642   0.0002400759
            680    0.011575003  0.00021037378    0.010405066  0.00018832451    0.012448355  0.00023517314
            690    0.010620691  0.00020101025    0.009544882  0.00018016974    0.011427389  0.00022207774
            700    0.010370571  0.00019841279   0.0093128292  0.00017818361    0.011173026  0.00022159781
            710    0.009487001  0.00018930671   0.0085293489  0.00017085925    0.010202003  0.00021059677
            720   0.0089924576  0.00018500265   0.0081300281  0.00016658079   0.0095756454  0.00020413349
            730   0.0085959152  0.00018567936    0.007749918  0.00016213515   0.0091919661  0.00023812792
            740   0.0080569913  0.00017519258   0.0072638473  0.00015765391    0.008629293  0.00019454583
            750   0.0072644424  0.00016612531   0.0065399465  0.00014891854   0.0077940679  0.00018424216
            760   0.0069993607  0.00016229362   0.0062804986  0.00014576213   0.0075514603  0.00017802539
            770    0.006536296   0.0001570787   0.0058624434  0.00014087341   0.0070598445  0.00017477324
            780   0.0059175971  0.00015003551   0.0053292632  0.00013492683   0.0063424712  0.00016481222
            790   0.0058122542  0.00014799168   0.0052027968  0.00013260496   0.0062943671  0.00016306614
            800   0.0057160665  0.00014735325   0.0051242584  0.00013205419   0.0061798212  0.00016271451
