#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0        3.12497    0.024457003      2.8041043    0.021916629      3.4214008    0.027677914
            0.2      9.0636873    0.041027546      8.1740874    0.037062686      9.8446465    0.045319823
            0.4      14.836948    0.052305154      13.428219     0.04738425      16.020433    0.057500232
            0.6      20.592434    0.061462887      18.687416    0.055841289      22.133836    0.067227375
            0.8      26.370847    0.069423571      23.978502    0.063245947      28.250908    0.075376694
              1      32.665424    0.077267779      29.737939    0.070413425      34.908953    0.084176668
            1.2      39.748366    0.085118357      36.217987    0.077698677      42.403335     0.09197627
            1.4      48.573293    0.094032318      44.313734     0.08596849      51.683362     0.10125747
            1.6      59.708482     0.10423527      54.510952    0.095359878      63.422918     0.11262414
            1.8      74.915126     0.11662002      68.435395     0.10675146       79.44505     0.12522444
              2      96.186812     0.13183244      87.941348     0.12078352      101.78384     0.14136401
            2.2      126.71848     0.15113952      115.94018     0.13836257      133.80833     0.16654908
            2.4      170.98219     0.17402268      156.54713      0.1601074      180.15902     0.18976294
            2.6      234.49639     0.20153837       214.9076     0.18485452        246.417     0.21809913
            2.8      317.20436     0.23042495      290.90672     0.21162715      332.56447     0.24826276
              3      367.68117     0.24586575      337.05598     0.22587702      385.30431     0.26877033
            3.2      188.99048     0.18418129      171.46122     0.16679523      200.81136     0.20375004
            3.4      111.11592     0.14384635      99.820544     0.12890265      119.64255     0.16110271
            3.6      72.065575     0.11693656      64.231372     0.10391487       78.41761     0.13250065
            3.8      48.697461    0.096685669      43.112631     0.08522565      53.461447     0.11002611
              4      33.436391     0.15371866      29.504252    0.078730465      36.821196     0.33253746
            4.2       23.45795    0.067385525      20.522638    0.058730493      26.148346    0.077747056
            4.4      16.725069     0.05702088      14.568288    0.049414439      18.745175    0.066093562
            4.6      11.869117    0.048160976      10.293738    0.041456562      13.369803    0.056536087
            4.8      8.6027151    0.041089406      7.4269235    0.035173695      9.7452512     0.04860107
              5      8.6027151    0.041089406      7.4269235    0.035173695      9.7452512     0.04860107
