#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       3.349229    0.025476007      2.9774953    0.022512189      3.6555611    0.029114973
           -3.8      4.4327928     0.02928247      3.9451087    0.025955875       4.835186    0.033102263
           -3.6      5.7630885    0.033310329      5.1410716    0.029640967      6.2654963    0.037537143
           -3.4      7.5222063    0.037967478      6.7277808    0.033924381      8.1487185    0.042481261
           -3.2      9.7863764    0.043226514      8.7716998    0.038677168      10.575565    0.048091583
             -3      12.539926    0.049116289      11.265332    0.043902471       13.51031    0.055200981
           -2.8      16.121584    0.055398306      14.501978    0.049768727      17.348593    0.061087389
           -2.6      20.435026    0.062349577      18.422173     0.05611765      21.931088    0.068775354
           -2.4      25.777611    0.069865837      23.294015    0.063284397      27.583216    0.076944148
           -2.2      32.218438    0.078241599      29.186627    0.070800323      34.356063    0.088424768
             -2      40.199827    0.087058733      36.461873    0.078939895      42.819283    0.095296948
           -1.8      49.709098    0.096636976      45.163187    0.087790805      52.833953     0.10562521
           -1.6      60.409964     0.10631366      54.933401    0.096684474      64.160581     0.11569175
           -1.4      73.321944     0.11688408      66.742617     0.10641358      77.789391     0.12706271
           -1.2      87.011025     0.12704867       79.28955     0.11636245      92.187017     0.13850764
             -1      102.05058     0.13718901      93.040219     0.12518257      108.06709     0.14930085
           -0.8      116.14378     0.14600291      105.91354     0.13319827      122.97737      0.1581682
           -0.6      129.18597     0.15375187      117.86528     0.14045104       136.7027     0.16898929
           -0.4      139.38582     0.15933364      127.17565     0.14572222      147.49235     0.17553797
           -0.2      145.01465     0.16263461      132.32516     0.14822847       153.4208     0.17839007
              0      145.20114     0.16245401      132.50322     0.14831527      153.60372     0.17627563
            0.2      139.42866     0.15931617       127.2266     0.14547359      147.51814      0.1725814
            0.4      129.10376     0.15357608      117.77725     0.14028346      136.63394     0.16664024
            0.6      116.17979     0.14614009      105.99002     0.13375246      122.93879     0.16198129
            0.8      101.85357     0.13707244      92.863683     0.12508518      107.85645     0.14915024
              1      87.249829     0.12715676      79.503996     0.11596654       92.45115     0.13810579
            1.2       73.15464     0.11677167      66.604568     0.10634035      77.579889     0.12744804
            1.4      60.633973     0.10652707       55.14737    0.096942849       64.38444     0.11643063
            1.6      49.736735    0.096694588      45.176079     0.08783299      52.891711        0.10578
            1.8      40.262519    0.087109883      36.536561     0.07905273      42.851264    0.096108353
              2      32.167256     0.15251524       29.21262    0.078761286      34.145608     0.33087861
            2.2      25.739831    0.069868314      23.257417    0.063080854      27.544219    0.077956591
            2.4      20.433992    0.062300044      18.421149    0.056069583      21.928565    0.068708262
            2.6      16.057917     0.05532334      14.451293    0.049644883       17.26414    0.061417107
            2.8      12.563108    0.048986706      11.289854    0.043921383      13.531178    0.054488738
              3      9.7868777    0.043343927      8.7688042    0.038724538      10.581467    0.048709659
            3.2      7.4786282    0.037842997      6.6860946    0.033725956      8.1086931    0.042271852
            3.4      5.7989084    0.033392296      5.1729132    0.029703056      6.3067172    0.037379786
            3.6      4.4035816    0.029098822      3.9186081    0.025793043      4.8028162    0.032702835
            3.8      3.3460836    0.025422685      2.9773342    0.022499568      3.6476041    0.028954548
              4      3.3460836    0.025422685      2.9773342    0.022499568      3.6476041    0.028954548
