#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.84528602    0.013645378     0.70491549    0.011084359     0.98039219    0.017102576
           -3.8      1.2531057    0.015781647      1.0508934    0.012909348      1.4462731    0.019771279
           -3.6      1.8386145    0.018798999       1.548959    0.015508834      2.1160874    0.023081161
           -3.4       2.638068    0.022545972      2.2410303    0.018741323       3.006999    0.028053711
           -3.2      3.7929189    0.027089018        3.23363    0.022643325      4.3176396    0.033219867
             -3      5.4754919    0.032652314      4.6962789    0.027608448      6.2009482    0.039185316
           -2.8      7.8011606    0.039135529      6.7332177    0.033346345      8.7805909    0.046999155
           -2.6      11.154578    0.046917119      9.6933204    0.040424477      12.471699    0.055613318
           -2.4      15.803924    0.055749537      13.836893    0.048443765      17.528483    0.065000736
           -2.2      22.458144    0.066278876      19.808759    0.058202156      24.702501    0.076487974
             -2      31.285131    0.077896773      27.777058    0.068873633      34.164981    0.088067064
           -1.8      42.606484     0.09048642      38.108682     0.08059258       46.11868     0.10165705
           -1.6      56.940778     0.10387222      51.293551    0.093355229      61.101851     0.11584093
           -1.4      73.383866      0.1174924      66.511539     0.10605747      78.154639     0.13305004
           -1.2      92.195152     0.13042092      83.972743     0.11894022      97.627131     0.14539023
             -1       111.3885      0.1423445      101.82841     0.13027483      117.47379     0.15387702
           -0.8      130.68441     0.15357938      119.78533     0.14100486      137.44141      0.1654554
           -0.6      147.73564     0.16282013      135.53089     0.14978266       155.3545     0.17433712
           -0.4      161.41226     0.16999948      148.11732     0.15637769      169.80682     0.18169184
           -0.2      168.29717     0.17365527       154.3933     0.16006742      177.19857     0.18598154
              0      168.33639     0.17372103      154.38322     0.15986156      177.31755     0.18851607
            0.2      161.35191     0.16999127      148.07847     0.15643838      169.71337     0.18163244
            0.4      147.58235     0.16274643      135.39512     0.14963048      155.18281     0.17400576
            0.6      130.88332     0.15371945      119.95724     0.14116608      137.67231     0.16587882
            0.8      111.69474     0.14257087      102.13182     0.13078735      117.74674     0.15578946
              1       91.93838     0.13008165      83.741087     0.11851977      97.345639     0.14193247
            1.2      73.371831     0.11699244      66.497402     0.10604211      78.155746     0.12909799
            1.4      56.776817     0.10362422      51.143573    0.093224856      60.924758     0.11557704
            1.6      42.633055    0.090401611      38.150661    0.080618767       46.11213     0.10185052
            1.8      31.144827    0.077723664      27.662968    0.068713843      33.989377    0.088509411
              2      22.491098     0.06642526      19.849501    0.058262912      24.714455    0.077622441
            2.2      15.794543    0.055623651      13.824822    0.048357466      17.525332    0.064573381
            2.4       11.12612    0.046697752      9.6677816    0.040230149      12.441936     0.05569126
            2.6      7.7750996    0.038946725      6.7078498    0.033167829      8.7579255    0.046316048
            2.8      5.4140999     0.03260768      4.6491421    0.027398376      6.1169488    0.040673253
              3      3.6686825     0.13376195      3.2089148    0.041512043      3.9967033     0.32127169
            3.2      2.6212626    0.022394709      2.2249055    0.018609089      2.9934368     0.02761497
            3.4      1.8404031    0.018725807       1.551278    0.015432114      2.1153065    0.023176142
            3.6      1.2640745    0.015759256      1.0587298    0.012908804       1.462351    0.019580131
            3.8     0.84955533     0.01365097     0.70516731    0.011050713     0.99287463     0.01716672
              4     0.84955533     0.01365097     0.70516731    0.011050713     0.99287463     0.01716672
