#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.171827     0.05111115      11.975637    0.046655168        13.9604    0.056476601
            0.2      37.322825     0.08538332       33.89584    0.077530935      39.642914    0.093337029
            0.4      57.347439     0.10509026      52.066996    0.095415439      60.970282     0.11463267
            0.6      72.840189      0.1178339      66.163351     0.10715483      77.420094     0.12963289
            0.8      84.725233     0.12638406      76.936029     0.11481911      90.133413     0.13742113
              1       94.10886     0.13270281       85.50745     0.12075577      100.06872     0.14491786
            1.2      102.33104     0.13792405      92.995943     0.12557292      108.81267     0.15236124
            1.4      109.54464     0.14222416       99.59587     0.13019755      116.43418     0.15733013
            1.6      117.67445     0.14684237      107.03313     0.13375409      125.02854      0.1600162
            1.8       126.5767     0.15188232      115.19204     0.13857228       134.4108     0.16812394
              2       137.7193     0.15774244       125.4005     0.14380477      146.15929     0.17135722
            2.2      151.44426     0.16471332      137.99645     0.15023864      160.58996     0.17848248
            2.4      168.90663     0.17332023      154.03188     0.15812983      178.91668     0.19036526
            2.6      190.36189     0.18310657      173.75442     0.16695223      201.37166     0.20052069
            2.8      214.51365     0.19290121      195.94285     0.17634412      226.63144     0.20929212
              3      216.78329     0.19390634      198.07168     0.17720011      228.82289     0.21108043
            3.2       106.9733     0.13973613      97.253553     0.12685214      113.56769     0.15296294
            3.4      60.362724     0.16873432      54.718654     0.10207497      64.219859     0.34077051
            3.6       38.09507     0.08480276      34.316823     0.07615936      40.886314    0.094349526
            3.8      25.147417    0.069158595      22.548943    0.061810605      27.151386    0.077322546
              4      16.825201    0.056681172      15.045112    0.050544444      18.224773    0.063627803
            4.2      11.567606    0.047222617      10.309102     0.04183661      12.582638    0.053934641
            4.4      7.8725493    0.038994311      6.9934531    0.034468817      8.5999114    0.044116683
            4.6      5.5666606    0.032841881      4.9352679     0.02898725      6.0980873    0.037269707
            4.8       3.811768    0.027214421      3.3683286    0.023925666      4.1945656    0.031055275
              5       3.811768    0.027214421      3.3683286    0.023925666      4.1945656    0.031055275
