# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.971448    0.050754504      11.778931    0.045984267      13.775021    0.055537733
            0.2      37.184381    0.085265667      33.759661    0.077340247      39.521124    0.093238129
            0.4      56.959154     0.10482919       51.72049    0.095129807      60.541338     0.11460586
            0.6      72.295582     0.11742728        65.6347     0.10652617       76.90489     0.12816337
            0.8      84.315961     0.12619014      76.580793     0.11467543      89.661684     0.13841349
              1         93.716     0.13252328      85.119615     0.12057813        99.7053     0.14662404
            1.2      101.67609     0.13746304      92.378177     0.12499164      108.15452     0.14961161
            1.4       109.1315     0.14196404      99.195304     0.12912993      116.04353     0.15485992
            1.6      117.28351      0.1466528      106.66944     0.13379732      124.62483     0.16140959
            1.8      126.51601     0.15185671      115.14095      0.1386172      134.33712     0.16859778
              2      137.59043     0.15769533      125.30069     0.14387706      145.99585     0.17186307
            2.2       151.7148     0.16488715       138.2346     0.15042126       160.8845     0.17924879
            2.4      169.58527     0.17389996      154.65215     0.15842642      179.61738     0.19250537
            2.6       191.0378      0.1830713       174.3447     0.16719484      202.12883      0.1986086
            2.8      215.22178     0.19317421      196.61225      0.1765121      227.34414     0.20941476
              3      217.92678     0.19432787      199.16738     0.17805883      229.95259     0.21200833
            3.2      106.65076     0.19143136      97.073744     0.13153491      112.98414     0.35412186
            3.4      60.923086     0.10653772      55.123029    0.096315178      65.040772      0.1177811
            3.6      38.141736    0.084795832       34.36325    0.076203699       40.93115    0.094067425
            3.8      25.184079     0.06925474      22.590558    0.061879496      27.180352    0.077549867
              4      16.934839    0.056924141      15.151841    0.050737439      18.324649    0.064122319
            4.2      11.435987    0.046921304      10.198686    0.041636245      12.428291     0.05289319
            4.4      7.8285498    0.038860809      6.9596691    0.034459159      8.5434119     0.04412268
            4.6      5.5537699    0.032836421      4.9254355    0.028957168      6.0790135     0.03723286
            4.8      3.8248832    0.027260793      3.3789192    0.023980877      4.2105835    0.031037532
              5      3.8248832    0.027260793      3.3789192    0.023980877      4.2105835    0.031037532
