#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.658811    0.062271894       17.83642    0.056418661      20.936066    0.068043202
            0.2      54.997046     0.10306025      49.871876     0.09344767      58.637026     0.11278538
            0.4      81.298134     0.12425893      73.757452     0.11274978      86.628941      0.1358385
            0.6      98.051955     0.13564469      88.957817     0.12310049      104.51343     0.14810753
            0.8      107.41889     0.14144942      97.528256     0.12859886      114.38315     0.15675118
              1      113.18882     0.14459891      102.76355      0.1313774      120.55945     0.15726899
            1.2      116.95836     0.14665852      106.23746     0.13329377      124.49071     0.15997811
            1.4      120.30859     0.14837065      109.31581     0.13495774      128.00488     0.16187717
            1.6      125.42008     0.15112245      114.01692     0.13797214      133.35318     0.16660545
            1.8      132.10608     0.15480092      120.16133     0.14117255      140.36907     0.17241767
              2      141.48955     0.15961931      128.77033     0.14546189      150.24402     0.17376672
            2.2      154.68526     0.16636514      140.85143     0.15156333      164.16768     0.18224681
            2.4      171.97079       0.174795      156.73269     0.15917064      182.28054     0.19220025
            2.6      192.94205     0.18386206      176.02016     0.16780135       204.2224     0.19954491
            2.8      216.50774     0.19368419      197.72122     0.17692154      228.77528      0.2103998
              3      211.45761     0.23228387      193.29279     0.17908822      222.93509     0.38225163
            3.2       71.32588     0.11515551      64.765865     0.10438485      75.606935      0.1268245
            3.4      27.720161     0.07270571      24.934524    0.064972403      29.649001    0.081408107
            3.6      12.233721    0.048840801      10.900835    0.042992169       13.20963    0.056103333
            3.8      5.6482059    0.033375911      4.9876325    0.029114003      6.1544583    0.039243419
              4      2.6180039    0.022918008      2.2931112    0.019681125      2.8733425    0.027536294
            4.2      1.2768853    0.016011871      1.1077617    0.013621397      1.4169436    0.019199534
            4.4     0.58594473    0.010922417     0.50576349   0.0092210723     0.65183451    0.013353247
            4.6     0.27234697   0.0073184804     0.23144431   0.0061125738     0.30913316   0.0089216596
            4.8     0.12782683   0.0050960553     0.10712847    0.004150395     0.14749138   0.0064849958
              5     0.12782683   0.0050960553     0.10712847    0.004150395     0.14749138   0.0064849958
