#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0016914813  0.00078328764   0.0013667696  0.00083602481     0.00185051  0.00074250967
           -3.8    0.021757459   0.0021150125    0.018402984   0.0018066718    0.025320556   0.0024886094
           -3.6     0.13702844    0.005318294     0.11759537   0.0045872821      0.1560519   0.0062102224
           -3.4      0.4923566    0.010057248      0.4269732   0.0087217929     0.55208762    0.011743179
           -3.2      1.4375695    0.017139934      1.2621228    0.015003354      1.5866481     0.02006036
             -3       3.362513    0.026077099      2.9745947    0.022988319      3.6840193    0.029735624
           -2.8       6.813953    0.037005901      6.0824917    0.032957713      7.3823731    0.041863648
           -2.6      11.972108     0.04879471      10.762428     0.04373133      12.863408     0.05480514
           -2.4      19.392383     0.06172023      17.524702    0.055658912      20.712499    0.068632188
           -2.2      29.243399    0.075360527      26.491526    0.068209844      31.171631    0.082641296
             -2      40.993386    0.088751379      37.236608    0.080696407      43.568109    0.097453087
           -1.8      54.444306     0.10188044      49.510999    0.092558069      57.802126     0.11363809
           -1.6      69.147825     0.11407275      62.946867      0.1038301      73.342127     0.12476236
           -1.4      84.572614      0.1255003      77.023583     0.11432424       89.67785     0.13665399
           -1.2      99.705296     0.13558508      90.817247     0.12356233      105.71614     0.14742418
             -1      113.94889     0.14468223      103.76796     0.13147028      120.86905     0.15953553
           -0.8      126.62718     0.15155807      115.32707     0.13810815      134.29558     0.16457314
           -0.6      136.48474     0.15697254      124.29204     0.14293913      144.75959     0.17051484
           -0.4      143.99174     0.16086959      131.12083     0.14704528      152.73172      0.1752606
           -0.2      147.23974     0.16257143      134.05332      0.1481929      156.22074     0.17861171
              0      147.38169     0.16256516      134.17402     0.14816488       156.3882     0.17722827
            0.2      144.05238     0.16082046      131.13741     0.14651521      152.86683     0.17428493
            0.4      136.67135     0.15705516       124.4284     0.14307165      145.02847      0.1712595
            0.6      126.56449     0.15156129      115.25461     0.13814077      134.25167     0.16500074
            0.8      114.06461     0.19506051      103.96587     0.13645148      120.79918     0.35698214
              1      99.742494     0.13567376      90.823317     0.12385594      105.80631     0.15068128
            1.2      84.548714     0.12550172      76.980462     0.11431426      89.692519     0.13652017
            1.4      69.131337     0.11411096      62.940452     0.10388589      73.310967     0.12496514
            1.6      54.369494      0.1016963      49.428569    0.092467772      57.756705     0.11100296
            1.8      40.822215    0.088605184      37.071065    0.080429579      43.403684    0.097051439
              2      29.166838    0.075346097       26.44615    0.068439449      31.042686    0.084712294
            2.2      19.460085     0.06183546      17.582476    0.055863507      20.792507    0.069303017
            2.4      12.084864    0.049225545      10.865702    0.044046977      12.981306    0.056744474
            2.6       6.816053    0.036879777      6.0847943    0.032923231      7.3839015      0.0415928
            2.8      3.3421276    0.026052465      2.9610217     0.02296191      3.6510441    0.029777374
              3      1.4617373    0.017330769      1.2831731    0.015105352      1.6149528    0.020233632
            3.2      0.4975798    0.010060663     0.43074637   0.0087140202     0.55987532    0.011731599
            3.4     0.12940388   0.0052701211     0.10969565   0.0046807261     0.14988804   0.0072655418
            3.6    0.023627976   0.0022429853    0.020326759   0.0019403362    0.026799787   0.0025749819
            3.8   0.0014332233  0.00068016411   0.0012083449  0.00059934655   0.0016912858  0.00075267599
              4   0.0014332233  0.00068016411   0.0012083449  0.00059934655   0.0016912858  0.00075267599
