# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3636751    0.025456593      2.9864381    0.022525756      3.6803145    0.028735473
           -3.8      4.4346675    0.029177299      3.9425106    0.025862183      4.8450851    0.032762629
           -3.6      5.8275234    0.033417719       5.199435    0.029749242      6.3354404    0.037616305
           -3.4       7.510222    0.037894054      6.7149654    0.033803358      8.1426588    0.042422934
           -3.2      9.7511929    0.043180632       8.731258    0.038528908      10.552958    0.048295692
             -3      12.571309    0.048961673      11.284498    0.043857851      13.564117    0.054255345
           -2.8      16.049993    0.055339812      14.445888    0.049661064      17.255907    0.061483443
           -2.6      20.317717    0.062137945      18.320462    0.055901937      21.794474    0.068613665
           -2.4      25.786957    0.069952077      23.316454    0.063093625      27.560178     0.07745641
           -2.2       32.22459    0.078121324      29.180484    0.070584316      34.385509    0.086120243
             -2      40.012767     0.15728062      36.384937    0.086235813       42.42107     0.33371138
           -1.8       49.65811    0.096574502      45.097844    0.087818951      52.818996      0.1058861
           -1.6      60.661057     0.10652684      55.142963     0.09682656      64.465526     0.11583102
           -1.4      73.192684     0.11673295      66.627132     0.10629201      77.641688     0.12669469
           -1.2      87.050914     0.12703453      79.316302     0.11631166      92.252293     0.13810865
             -1      101.63863     0.13692206      92.668666     0.12501219      107.63212     0.14864521
           -0.8      116.30478     0.14615431      106.08188     0.13340525      123.11117     0.15954597
           -0.6      129.47782     0.15385025      118.15909     0.14080641      136.94963     0.17027719
           -0.4      139.70598     0.15955173      127.49014     0.14570405      147.78492     0.17431756
           -0.2      145.44427     0.16258879       132.7477     0.14876599      153.81447     0.17800072
              0      144.90011      0.1622593      132.20735     0.14824659       153.3289     0.17576096
            0.2      139.33767     0.15929114      127.14159     0.14546463      147.41656     0.17275823
            0.4      128.83849       0.153438      117.56342     0.14015867       136.2991     0.16701493
            0.6      116.19195     0.14602822      105.96996     0.13331829      123.00248     0.15851131
            0.8       101.7549     0.13707127      92.782059     0.12519848      107.74292     0.15089202
              1      87.112228     0.12707902      79.358926     0.11582465       92.34979     0.13763819
            1.2      73.200598     0.11674174      66.648454     0.10639186       77.63074     0.12685888
            1.4      60.939053     0.10724283      55.430672    0.097107915      64.692606     0.12052968
            1.6      49.639481    0.096663001      45.084823     0.08772315      52.796319      0.1062836
            1.8       40.20405     0.08716098      36.478218    0.078967781      42.797679    0.096099393
              2      32.196755     0.07805427      29.157218     0.07066833      34.354034    0.085879664
            2.2      25.787727    0.069931324      23.302734    0.063123904      27.593002    0.077309063
            2.4      20.365617    0.062262214      18.371712    0.056054879      21.834155    0.068581163
            2.6      16.098597    0.055423657      14.484072    0.049746079      17.315986    0.061528215
            2.8      12.539351    0.049073459      11.257205    0.043829068       13.52682    0.055058472
              3      9.7396138    0.043188741      8.7256684    0.038643111      10.532618     0.04870023
            3.2      7.4975949    0.038015883      6.7023668    0.033803821       8.128635    0.043313998
            3.4      5.7711419    0.033282101       5.148843    0.029609217      6.2722718     0.03722901
            3.6      4.4623673    0.029361075      3.9667721    0.025993266      4.8746461    0.033335758
            3.8      3.4075545    0.025734291      3.0222847    0.022736811      3.7346435    0.029042782
              4      3.4075545    0.025734291      3.0222847    0.022736811      3.7346435    0.029042782
