#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00088877495  0.00044451752   0.0006038662  0.00030781605  0.00095047788  0.00047629702
           -3.8     0.01816533   0.0020903283    0.016699162   0.0019305384    0.019126428   0.0021756563
           -3.6     0.10231828   0.0046079709    0.091122863   0.0041568079     0.10947132   0.0052076377
           -3.4     0.43692155     0.00957994     0.38965985   0.0085555891     0.46860711    0.010789109
           -3.2      1.2294097     0.01592586      1.1112606    0.014424981      1.2928656    0.018053699
             -3      2.9881383    0.024610342       2.705717    0.022319803      3.1482057    0.027123464
           -2.8      6.1728787    0.035226279       5.604818    0.032158538      6.5009187    0.039173814
           -2.6      11.237044    0.047270473      10.225968    0.042959841      11.831146    0.051606895
           -2.4      18.439545    0.060234163      16.804597    0.054812742      19.421183    0.066045123
           -2.2      27.994175     0.15044058      25.604371    0.075861444       29.35167     0.32963823
             -2      40.131357    0.087868276       36.57113    0.080085787      42.429688    0.095466226
           -1.8      53.670539     0.10106019      48.906597    0.092073082      56.797552     0.10988695
           -1.6      68.714111     0.11371867      62.577594     0.10359236      72.842641     0.12386761
           -1.4       84.35345      0.1253226       76.82305     0.11419398      89.452529     0.13627882
           -1.2      100.01332     0.13578851      91.056899     0.12373897      106.12379     0.14878879
             -1      114.55061     0.14465486      104.20406      0.1316576       121.7211     0.15775364
           -0.8      127.41313      0.1519829       115.8758     0.13822634      135.44378     0.16530088
           -0.6      137.81923     0.15769981      125.35598     0.14339496      146.45175     0.17348865
           -0.4      145.55694     0.16161365      132.30986     0.14732591      154.83578     0.17650022
           -0.2      148.60855     0.16311175       135.0706     0.14832355      158.09682      0.1776013
              0       149.0038     0.16334487      135.43717     0.14874158      158.50611      0.1796665
            0.2      145.44965     0.16157295      132.21002     0.14696548      154.73052     0.17604966
            0.4      137.67708     0.15785895      125.17043     0.14323528      146.41554     0.17394216
            0.6      127.96193     0.15239123      116.39657     0.13860885      135.98962     0.16618442
            0.8      114.90776      0.1449839      104.53434     0.13203142      122.08185     0.15940875
              1      100.14602     0.13616255      91.170493      0.1243843      106.27449     0.15429254
            1.2      84.519826     0.12551316      76.943214     0.11437245      89.685537     0.13680244
            1.4      68.675488     0.11394449      62.559137     0.10376199      72.770706     0.12510969
            1.6       53.79368     0.10125619      49.012573    0.092351649      56.942091     0.11048789
            1.8       39.87831    0.087702424      36.334941    0.079927631      42.167332    0.095561167
              2      28.144314    0.074023374      25.631326    0.067447931      29.744057    0.080343969
            2.2      18.525995    0.060394503      16.870174     0.05499568      19.539815    0.065683395
            2.4      11.264642    0.047367136      10.236814    0.043083147      11.890117    0.051956199
            2.6      6.2049992    0.035371102      5.6396005    0.032216979      6.5224509    0.039045996
            2.8      2.9900324    0.024693882      2.7055833    0.022371887      3.1540762      0.0272303
              3      1.2373772    0.016051054      1.1132544    0.014465801      1.3115382    0.017865091
            3.2     0.40228507   0.0091519435      0.3607374   0.0082221622     0.42630419    0.010261946
            3.4     0.11039817   0.0048490949    0.098400274   0.0043593472     0.11768259   0.0054018054
            3.6    0.017593945   0.0019638623     0.01596364   0.0018096739    0.018405786   0.0020220739
            3.8   0.0017076021  0.00067009157   0.0015696785  0.00062957958   0.0017968592  0.00065564483
              4   0.0017076021  0.00067009157   0.0015696785  0.00062957958   0.0017968592  0.00065564483
