# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.6266728    0.026533439      3.2419848    0.023744036      3.9623887    0.029306994
            0.2      10.474586    0.045015396       9.372186    0.040334789      11.426668    0.049775587
            0.4      16.823569    0.056941207      15.057056    0.051018554      18.334478    0.063005284
            0.6      22.213597     0.06544429      19.895872    0.058993396      24.174328    0.077515125
            0.8      27.204365    0.072099689      24.354907    0.064637785       29.61474    0.079666943
              1      31.821394    0.077852762      28.497778    0.069782703      34.611985    0.086047075
            1.2        36.1968    0.082858449      32.446103    0.074370331      39.296293    0.091616538
            1.4      41.349561     0.08841596      37.060064      0.0792924      44.888333    0.097445907
            1.6      47.320553    0.094424342      42.449411    0.084709727      51.283668     0.10428146
            1.8      54.990385      0.1015225      49.368334    0.091637955      59.502395     0.11464519
              2      65.852326     0.11074912      59.186647    0.099618509      71.120736       0.122221
            2.2      82.542255     0.12346159      74.284525     0.11117751      88.958577     0.13589021
            2.4      108.86554     0.14084791      98.135833     0.12713214       117.0287     0.15460038
            2.6       157.3111      0.1673627      142.14538     0.15127523      168.50369     0.18382373
            2.8      261.45981     0.21019001      237.29539     0.19088304       278.3588     0.22965199
              3       493.3004     0.27250611      452.94704     0.25031151       517.3213     0.29832103
            3.2       279.1063     0.21813016      256.45606     0.20090361      292.43999     0.23635486
            3.4      154.65558     0.21283263      141.78935     0.15757719      162.33133     0.36799702
            3.6      93.522662     0.13244785      85.511394     0.12093586       98.43997     0.14511066
            3.8      59.520339     0.10656367      54.281557    0.096956865      62.813799     0.11863016
              4      39.034795    0.086540417      35.528658    0.078633941      41.279326    0.095070426
            4.2      26.433539    0.071432548      24.016318    0.064692724      27.999705    0.078998769
            4.4      18.464767    0.059775898      16.758448    0.054042293      19.572118    0.066570189
            4.6      13.016444    0.050146939      11.791577    0.045336384      13.829945    0.055208218
            4.8      9.3862006    0.042634497      8.4911664    0.038457323      9.9925144    0.046889843
              5      9.3862006    0.042634497      8.4911664    0.038457323      9.9925144    0.046889843
