#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9.7964643     0.37544086      7.7188075     0.24593354      12.910893     0.59640422
            0.2      18.038014     0.14813812      15.683887     0.11163204      21.057598     0.21874576
            0.4      27.741871     0.13456794      24.434949     0.10870438      31.581707     0.17203375
            0.6       36.23107     0.11660656      32.208286     0.10851322      41.084876     0.15203703
            0.8      44.555152     0.12851955      39.804363     0.12017172      50.097448     0.17199707
              1      52.798869     0.24413591      47.317668     0.25487937      59.410752     0.18811883
            1.2      61.507042     0.17086221      55.263656     0.15436934      68.785403     0.21067385
            1.4      72.567224     0.24914438      65.088267     0.28612331      80.653757     0.28059876
            1.6      86.009921     0.31310443      78.066597     0.25774704      95.080301     0.41012754
            1.8      104.56861     0.25459396      95.468972     0.21901623      115.06636     0.33258158
              2      131.66403     0.29672222      120.80546     0.26270434       143.9217     0.39758508
            2.2      169.33206     0.26534796      156.46238     0.23956089      183.46524     0.34107014
            2.4      223.23223     0.40212487      207.89795      0.3717509      239.64142     0.53329956
            2.6      299.37153     0.33817658       281.0771     0.33574286      318.57002     0.42206861
            2.8      392.60301     0.41222713      371.42698     0.41946707      414.09263     0.52722415
              3       433.1799     0.42446935       410.8492     0.39705795      455.74228     0.55198031
            3.2      172.70277     0.25896187      162.30411     0.29439239      183.22323     0.31174811
            3.4      75.218809     0.16211749      69.550559     0.15717722      81.412839     0.24552829
            3.6       36.04713     0.11813838      32.910561     0.11179057      39.679151     0.16315667
            3.8      18.187254    0.078906893      16.313391    0.073195728      20.378312    0.095433198
              4      9.5908466    0.064015593      8.5048475    0.062100674      10.951904    0.072800409
            4.2      5.2405424    0.049463793       4.562624    0.049300732      6.0702679    0.052354787
            4.4      2.8657691    0.036914423      2.4727914    0.035564678      3.3576079    0.039556906
            4.6      1.5337349    0.027507609      1.2960273    0.026166968      1.8408563    0.029366091
            4.8     0.84424538    0.022247556     0.70618251    0.022035412      1.0199812    0.023582782
              5     0.84424538    0.022247556     0.70618251    0.022035412      1.0199812    0.023582782
