#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.2846024     0.34079148      4.9119142     0.22181348      8.4226933     0.55037923
            0.2      11.542009     0.17125642      9.8548087     0.12250434      13.841699     0.25185071
            0.4       17.48311     0.16030078      15.256389     0.11856363      20.138662      0.2300029
            0.6      23.945885     0.11060223      21.022132    0.091498691      27.369488     0.12897127
            0.8      30.394096     0.10745581      26.931468    0.096840112      34.508082     0.15973688
              1      37.622156     0.24087772       33.40792     0.23722633      42.552531     0.16227176
            1.2      46.096822     0.15409091      41.194097     0.14926864      51.880098     0.18534101
            1.4      56.722391     0.22982542      50.741064     0.28292927      63.322296     0.23849366
            1.6      69.408476     0.28611302      62.768804     0.22492114      77.096364     0.39377209
            1.8      86.944918     0.21322599        79.1507     0.19652932      95.819361     0.27773534
              2       111.5493     0.29454876      102.21883     0.25128298      122.23412     0.39873985
            2.2      146.88343      0.2635238      135.46783     0.23302386      159.44108     0.33725334
            2.4      196.76006     0.39029095      182.89632      0.3567254      211.73499     0.52696328
            2.6      268.30407     0.34073971      251.83182     0.33241278      285.60356     0.42588096
            2.8      359.12447     0.37388372      339.62479     0.39958507      379.14967      0.4495791
              3      410.57303     0.42543402      389.44583     0.39885225      431.62966     0.56224413
            3.2      212.39051     0.27487466      199.89363     0.30139438      225.32032     0.33806654
            3.4       125.0794     0.24754629       116.5568     0.22678738      133.97546     0.35538917
            3.6      81.169059     0.17232564      75.123351     0.16677405      87.766046     0.21719193
            3.8      54.667813      0.1351637       50.27711     0.12907059      59.588815      0.1789048
              4      37.775308     0.11307763      34.533155     0.10716752      41.513328     0.13789478
            4.2      26.644938    0.097438486      24.224885    0.095308162      29.416683     0.11581248
            4.4      18.984419    0.083749421      17.167104    0.079978822      21.093511    0.097428582
            4.6      13.652817    0.069075683      12.255537    0.064455242      15.318399    0.081744311
            4.8      9.9496359    0.056197168      8.8858529    0.051594268      11.249987     0.06845691
              5      9.9496359    0.056197168      8.8858529    0.051594268      11.249987     0.06845691
