# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2868768    0.026640109      2.7947763    0.023186225      3.7657262    0.032240652
            0.2      9.7584737    0.045966375       8.292479     0.03988365      11.210047    0.054620383
            0.4      15.503096    0.059253143      13.224495    0.051792123      17.744156    0.070204066
            0.6      20.920996    0.069416936      17.866918    0.060104987      23.957001    0.083620573
            0.8      25.909049    0.076347051      22.203514     0.06740019      29.613438    0.090045277
              1      30.659486    0.087627569      26.406477    0.078891724      34.863321     0.10544411
            1.2       35.71502    0.093514791      30.848389    0.082281085       40.58946     0.11290895
            1.4      41.320217    0.099217649      35.933905    0.089156861      46.639912     0.11845298
            1.6      48.414744     0.12345131      42.404495      0.1061987      54.304189     0.16508865
            1.8      57.423525     0.20670396      50.740657     0.15048645      63.855815     0.31872913
              2      70.372393     0.13827612      62.834611     0.12612523      77.412803     0.16367656
            2.2      89.940697      0.1701569       81.23333     0.16090663      97.673941     0.20416283
            2.4      122.02351     0.24905072      111.59799     0.21496384      130.83824      0.3089254
            2.6      179.54506     0.24817579      166.21648     0.23386106      190.33144     0.29420988
            2.8      303.61495     0.44961242      284.14067     0.41632507       319.8085     0.53575804
              3      583.03817     0.63898313      551.30906     0.58906463      623.66675     0.87077965
            3.2      330.59034     0.41249559       313.3573     0.42936917      355.56596     0.54780022
            3.4       183.0292     0.36771517      172.56626     0.37530328       196.3961     0.43753249
            3.6      110.32143     0.25449316      104.00928     0.23125754      118.99654     0.37161713
            3.8      69.392076     0.27222497      65.411886     0.23380399      74.576685     0.37510899
              4      46.147925     0.14893298      43.310598     0.14366602       49.81318     0.18193084
            4.2      31.175487     0.17230206      29.189579     0.14001075      33.637218      0.2616804
            4.4      21.524759     0.10166919      20.164901    0.093220947      23.234178     0.12672505
            4.6      15.365781    0.087581647      14.338132     0.08065983       16.67882     0.11371405
            4.8      11.009622    0.072083076      10.268575    0.064373478      11.982609    0.097563839
              5      11.009622    0.072083076      10.268575    0.064373478      11.982609    0.097563839
