#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.951875    0.080807612      19.413358    0.077324756      22.424205     0.10017673
            0.2      58.384541     0.14233336      54.149403     0.13186769      62.525964     0.18364426
            0.4      86.951772     0.17051252      80.788007      0.2220384      93.049219     0.20191116
            0.6      105.69524     0.19299176      98.078127     0.19327046      113.32821     0.22905763
            0.8      117.06689     0.19402998      108.70854     0.20165027        125.493     0.23646641
              1      123.98754     0.30100477      115.05831     0.25622095      133.10528     0.44305449
            1.2      129.19695     0.21145159      120.06105     0.23930061       138.7066     0.25813692
            1.4      134.83904      0.2255436      124.88184     0.24280894      145.14899     0.26349332
            1.6       140.7159     0.24424846      130.62951     0.23982133      151.61211     0.31001731
            1.8      150.02232     0.24202748      139.16971     0.22885579      161.68922     0.30002291
              2      162.08891      0.3375371      150.43173     0.28515228       174.5306     0.43676226
            2.2      178.57622     0.35059759      165.85177     0.29448132      192.54011     0.47889869
            2.4      200.46301     0.33934258      186.41478     0.29869531      216.44029     0.46220953
            2.6      226.23759     0.50816505      210.74008     0.43854307      244.44229     0.64983524
            2.8      255.75066     0.42188298      237.93291     0.41580296      275.86308     0.54854946
              3      250.81806     0.38493699      233.81791     0.34622409      270.93176     0.53067874
            3.2      84.724442     0.21415263      78.417995     0.21382211      92.002882     0.25981347
            3.4       32.69189     0.11891166      29.988949      0.1094359      35.900787     0.15110117
            3.6      14.578439    0.077983293      13.170431    0.089259786      16.258779    0.092786827
            3.8      6.6825495    0.054026781      6.0061397    0.052211662      7.5152146    0.062657371
              4       3.221465    0.057077705      2.8779525    0.049933659      3.6465719    0.079867904
            4.2      1.4445244    0.022028404      1.2776362    0.020162932       1.644946    0.026668651
            4.4     0.69680649    0.016357566      0.5944659    0.016710359     0.79675333     0.01865181
            4.6     0.31184902    0.011162393     0.26995625    0.010154776     0.36698197    0.013401757
            4.8     0.13052075   0.0063556085     0.11192327   0.0057210945     0.15529544    0.008093126
              5     0.13052075   0.0063556085     0.11192327   0.0057210945     0.15529544    0.008093126
