#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.694676    0.073950213      12.687087    0.079195783      14.639475     0.07949115
            0.2      39.224612     0.11358773      36.325786     0.10372013      41.942385      0.1354353
            0.4      60.273597     0.14431667      55.911197      0.2059783      64.553182     0.17087315
            0.6      77.367714     0.16215981      71.846191     0.16678393      82.859115     0.19292912
            0.8      90.617881     0.17693563      84.188386     0.18299291      97.041723     0.22644569
              1      101.47694      0.1939055      94.127895     0.18721721      108.87061     0.23710828
            1.2       111.1147     0.23173494      103.27237     0.21997461      119.05566     0.31605015
            1.4      121.00445     0.21781843      112.26539     0.20724137      130.02972     0.25563361
            1.6      131.02494     0.22968792      121.76301     0.27796485      140.80119     0.29033419
            1.8      142.62143     0.28045601      132.41942     0.23934286      153.59332     0.39897674
              2      156.69137     0.25492136      145.50523     0.23836899      168.50234     0.30254058
            2.2      174.39596     0.34383634      162.15132     0.29113886      187.56917     0.46568417
            2.4      196.03774     0.38690313      182.47649     0.32617821      211.17676     0.53019166
            2.6      222.49595     0.45601844      207.28322      0.4089769      240.19326     0.54124704
            2.8      253.56635     0.43753973      236.30997      0.3722649      273.39502     0.61741821
              3      257.41375     0.39990322      239.59403     0.40708923      277.74573     0.51669862
            3.2      126.52057     0.28025074      117.39821     0.25420387      137.13665     0.36998616
            3.4      71.914439     0.22684642      66.492438      0.2008526       78.15517      0.3149212
            3.6      44.990058     0.13508563      41.308144     0.13382339      49.212041     0.16864525
            3.8      29.610524     0.11019378      27.127655     0.10188819      32.524542     0.13348821
              4      20.019513    0.092380775      18.325854    0.087137716      22.030233     0.11595449
            4.2      13.723149    0.081319727      12.488439    0.075904113      15.219832     0.10367504
            4.4      9.3085622    0.064475282      8.4678004    0.059507966      10.344819    0.082148555
            4.6      6.4756363    0.047360876      5.8785862    0.044303383      7.1884709     0.05723958
            4.8      4.4324487     0.03960577       3.998309    0.037394183      4.9317224    0.047843409
              5      4.4324487     0.03960577       3.998309    0.037394183      4.9317224    0.047843409
