# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.9618489    0.039860767      5.9903419    0.035257731      7.9174962    0.047579569
            0.2      20.005501     0.06870286      17.257707    0.061671232      22.689566    0.080631785
            0.4      30.457158    0.084735249      26.315376    0.075816491      34.525122    0.099238252
            0.6        38.2479    0.097597946      33.134474     0.09402162      43.261893     0.11012835
            0.8      43.403531     0.10286064      37.688722    0.091408877      49.055639     0.12220032
              1      47.449961     0.19993299      41.338167     0.14016625      53.506643     0.31436548
            1.2      51.049743     0.11149138      44.736859     0.10017468      57.217198     0.13180452
            1.4      55.854316     0.12546504      49.251883      0.1216404      62.259307     0.14276198
            1.6      62.718711     0.14225593      55.727214     0.12669002      69.342796     0.18429585
            1.8      72.797482     0.14630545      65.236444     0.13293234      79.762164     0.17510113
              2       89.30195     0.16289053      80.921838     0.15320649      96.755922     0.19353022
            2.2      115.67359     0.18441336      105.86816     0.17426736      123.94729     0.21822772
            2.4      159.81777     0.24526074      147.91416     0.22540425      169.44824      0.3084575
            2.6      242.04499     0.33674141      226.02389     0.30202985       254.5238     0.43718629
            2.8       421.2073     0.47007124      396.74293     0.47304147      441.93439     0.56278495
              3      787.85592     0.70472824      748.56594     0.65684122      847.24182      0.9482461
            3.2      189.13148     0.49184421      177.72591     0.44504998      207.77737     0.66365667
            3.4      39.256826     0.21243361       36.49999      0.2110175      44.049556     0.31119206
            3.6      9.5796253     0.14229504      8.8509309      0.1389691      10.896403     0.18837811
            3.8      2.4989696     0.04240023      2.2520017    0.035667755      2.8935052    0.058206914
              4     0.72380229    0.030965512     0.64235876    0.032585948     0.86281604      0.0379749
            4.2     0.21059798      0.0346573     0.17690881    0.024896971     0.26559016    0.055968054
            4.4    0.069949112    0.024101125    0.057092295     0.01879154    0.094390697    0.036519615
            4.6    0.010043706   0.0030384376   0.0088947973   0.0023464212    0.011674432   0.0045132346
            4.8   0.0021587869   0.0008921708   0.0018436834   0.0013731031   0.0022071435  0.00097498282
              5   0.0021587869   0.0008921708   0.0018436834   0.0013731031   0.0022071435  0.00097498282
