# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.50947     0.20488281      107.72498     0.19685914      125.37935     0.25118629
            0.2      115.53617     0.19837064      106.79317      0.1883915      124.21801      0.2440405
            0.4      114.84473     0.32445293      106.39391     0.29803943       123.5641      0.4667267
            0.6      114.00601     0.23958245       105.6247     0.22090479      122.51783     0.31280471
            0.8      114.82611     0.19648554       106.4445     0.23149067      123.62488     0.23991234
              1      117.17132     0.24716496      108.63561     0.22746053      126.02632     0.33416694
            1.2      121.10065     0.24752845      112.30525      0.2377388      130.40292     0.30861482
            1.4      127.43652     0.21295539      118.07796     0.23952906       137.3424     0.26273689
            1.6      135.98666     0.23781634      126.08511     0.21466217      146.75288     0.30346351
            1.8      148.28928      0.2498941      137.50827     0.23320962      159.85196     0.30723713
              2      163.59308     0.35559657      151.91509     0.30572102      176.36762     0.48339048
            2.2      183.61326     0.32116884      170.65638     0.27987867      198.15959     0.42166812
            2.4      209.06131     0.42999851      194.27039     0.41082931      225.48305       0.552822
            2.6      237.42977     0.45975822      221.12311     0.40515627      256.77361     0.58448037
            2.8      266.46139     0.34608506      248.41877     0.34158079      287.41797     0.44351681
              3      200.46655     0.35965985      186.95414     0.32115947      216.36124     0.49630056
            3.2      200.46655     0.35965985      186.95414     0.32115947      216.36124     0.49630056
