#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.004162656   0.0014956923   0.0012625214   0.0026002372    0.064218782    0.060095514
           -3.8    0.034988231   0.0089213269    0.029770072    0.017103885    0.037711722   0.0056242787
           -3.6     0.13362346    0.027485424     0.11463798    0.026583351     0.24789908      0.1203829
           -3.4      0.5817788    0.078533787     0.43254623    0.032675979     0.58732192     0.10436968
           -3.2      1.3367384    0.034726671       1.230307    0.048080903      1.4081259    0.037915748
             -3      3.1280167    0.059630599      2.8568811    0.046427446      3.3206399    0.068567407
           -2.8      6.3930849     0.10459383      6.0429718    0.097366562      6.9207411     0.14738737
           -2.6      11.550697    0.079590277      10.763238     0.10175021      12.438632    0.098451808
           -2.4      18.901792     0.17504896      17.773465     0.14955353      20.274725      0.2697359
           -2.2       29.32671     0.12548443      27.421759     0.13157345      31.460424     0.14992401
             -2      42.503965     0.22684247      39.533945     0.16990817      45.842332     0.32894654
           -1.8      57.619855     0.16903411      53.681939     0.15829168      62.071805     0.22326641
           -1.6      75.340924     0.17951622      70.225249      0.1735423      81.018718      0.2225233
           -1.4      93.505144     0.21039618      86.917469     0.18467042      100.73433     0.27708981
           -1.2      113.65741      0.2417002      105.64468     0.21377993      122.33268     0.32222459
             -1      131.80956     0.23303133      122.27743     0.21260908      142.20262     0.29722995
           -0.8      148.53101     0.24938985      137.69447     0.22670361      160.38085     0.31892566
           -0.6      161.67104     0.31206549      149.95285     0.26906444      174.29118     0.41286454
           -0.4      170.99118     0.31405071      158.43865     0.26571754       184.4969     0.42766367
           -0.2      176.57085     0.25020574      163.62862     0.23843372      190.52462     0.30860397
              0      176.49666     0.29153209      163.63423      0.2687706       190.3446     0.37973994
            0.2      170.84237     0.36145611      158.43082     0.34046764      184.27064      0.3924046
            0.4       162.3899     0.27365322      150.41082     0.24313604      175.55459     0.35897651
            0.6      148.30089     0.26558652        137.542     0.23870233      160.01791     0.34919935
            0.8      131.77608     0.29948862      122.42897     0.26750032       141.9881      0.4100748
              1      112.83742     0.20611046       104.9073     0.19933892      121.44979     0.26983261
            1.2      94.257485     0.23921135      87.570377     0.20452089      101.76703     0.33603041
            1.4      75.141276      0.2098251      70.004301     0.18656438      80.807464     0.31769074
            1.6      57.563487     0.32946317      53.305549     0.32031975      61.800871     0.41424505
            1.8      42.262111     0.14013429      39.420196     0.14047393      45.420669     0.17236837
              2       29.32288     0.12665088      27.383377     0.12583118      31.582457     0.17408449
            2.2      18.980158    0.095991919      17.933155     0.16569182      20.529609     0.13199067
            2.4       11.36941    0.077945956      10.701842     0.11770041       12.11954    0.083897404
            2.6      6.2517525    0.093136378       5.803211    0.083156438      6.8544497     0.11861441
            2.8      3.0206311     0.13742674      2.7633276     0.17754933      3.1827261     0.14737305
              3      1.2526088    0.043165562      1.1655215    0.055990178      1.3945184    0.034754088
            3.2     0.50350635    0.033662639     0.46697409    0.033222135     0.56491202    0.044652124
            3.4     0.11200984     0.02167641    0.049290747    0.083507899     0.11586436    0.012199074
            3.6    0.029110085   0.0037230732    0.027198318   0.0033976052    0.040034518    0.011730353
            3.8    0.030152564    0.027898542    0.014896536    0.013010828    0.069197603    0.060406848
              4    0.030152564    0.027898542    0.014896536    0.013010828    0.069197603    0.060406848
