# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8329474    0.038327609       3.493687    0.035969259      4.2308587    0.047261921
           -3.8       5.147119    0.043755492      4.6816687    0.041139772      5.7032476    0.052514945
           -3.6      6.7717454    0.057490314      6.2020776    0.057274378       7.414146     0.06728559
           -3.4      8.6478864     0.14334269      7.9496323     0.10157417      9.4511174     0.23151363
           -3.2       11.26201     0.06564378      10.302421    0.062111397      12.322719    0.078601053
             -3      14.546283     0.08330093      13.334438    0.078298104      15.913233    0.099114733
           -2.8      18.773692    0.087267829      17.249463    0.089882052      20.497464    0.098581964
           -2.6      23.595111    0.089580551      21.672134    0.083850448      25.786128     0.10980721
           -2.4      29.724292     0.16952909      27.352195     0.14656194      32.347949      0.2268489
           -2.2      37.489652     0.11954202      34.574023      0.1145313      40.747655     0.14236232
             -2      46.412834     0.14480003      42.951795     0.13268435      50.328661     0.17948567
           -1.8      57.045236      0.1961576      52.899757     0.17609485      61.755945     0.24362419
           -1.6      69.991368     0.19732752      64.930133     0.18121798      75.697187     0.25630497
           -1.4      84.014282     0.18065794      78.006009      0.1868771      90.525953      0.2168182
           -1.2      99.264969       0.272966      92.258982     0.23517031      106.77466     0.38286854
             -1      115.48263     0.29427228      107.68729     0.26000905      123.99443     0.38286526
           -0.8      131.92693     0.28626155      122.88485     0.25088862      141.77539     0.40073555
           -0.6      146.11175     0.27685794      136.19429     0.24448847      156.65273     0.35826756
           -0.4      157.33516     0.26572404      146.85478     0.25905333      168.79922      0.3681574
           -0.2      163.29849     0.26902398      152.19471     0.24359771      175.09378     0.35144226
              0      163.72982     0.28173489      152.70436     0.30014186      175.69957     0.36339122
            0.2      157.40803     0.25079344       146.8186     0.23641114      168.68503     0.31382581
            0.4      146.00493     0.33303175      136.31559     0.34005849      156.67552     0.35534968
            0.6      132.14196     0.22527326      122.82928     0.24556789      142.07389     0.27534539
            0.8       115.9163     0.24243672      107.67759     0.21707103       124.8061      0.3159331
              1      98.961219     0.30564545      91.983082     0.24298987      106.46515     0.44075233
            1.2        84.4804     0.23423737      78.347443     0.20128644      90.871621     0.28363037
            1.4      69.581612     0.16547646       64.57045     0.19098625      75.227672     0.21315219
            1.6      57.729159     0.23153487      53.195841     0.27349555      62.398163     0.24771685
            1.8      46.630066     0.24591599      43.065921     0.18282455      50.638648     0.38343697
              2      37.618635     0.13336495      34.696966     0.12992607      40.937282      0.1603447
            2.2      29.876938     0.10516811      27.530027      0.1049569      32.506751     0.12885211
            2.4      23.503214     0.20560766      21.647535     0.15267377      25.606262     0.29309225
            2.6      18.734034    0.091450407      17.188274    0.097199754      20.575378     0.11624094
            2.8      14.630796    0.083187782      13.396731    0.073497481      16.083439     0.10943464
              3      11.438582    0.081027905      10.446275     0.07643694      12.621696     0.09600928
            3.2      8.7513715    0.058975764      7.9880471    0.055325307      9.6437455    0.074645995
            3.4      6.8127012    0.047964114      6.1974831    0.044543542      7.5422198    0.058164549
            3.6      5.1226708    0.054306142      4.6420224    0.044952141      5.6983175    0.077298747
            3.8      3.9265986    0.037532131      3.5427889    0.034729555      4.3605363    0.046351147
              4      3.9265986    0.037532131      3.5427889    0.034729555      4.3605363    0.046351147
