#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      116.12834     0.19689078      107.34523     0.19059378      125.09249     0.28935762
            0.2      115.02785     0.20836651      106.51165     0.19955885      123.61624     0.25877826
            0.4      114.58539     0.25752979      105.96679     0.21387189      123.43657     0.37580437
            0.6      113.86062      0.2077397      105.41041     0.19601216      122.48802     0.26079618
            0.8       114.8132      0.2147584      106.29712     0.22183326      123.56261     0.25508892
              1      116.60189     0.19508801      107.98447     0.18417897      125.66074     0.23933047
            1.2      120.75474     0.20941137      111.79929     0.19869203      130.38434     0.27269966
            1.4      127.09246     0.24904634      117.96828     0.23551377      136.77108     0.32271826
            1.6      136.27528     0.25876273      126.25733     0.23264463      147.34898     0.32698776
            1.8      147.83459     0.28639579      137.22821     0.25198263       159.5847     0.37499233
              2       163.6684     0.39736215      152.05483     0.32509234      176.27984     0.54723142
            2.2      183.94515     0.39444337      170.69095     0.40973391      198.52429     0.42263564
            2.4      209.43254     0.34467057      195.03939     0.37381166       225.7186     0.44618982
            2.6      238.16842     0.42233401      221.86899     0.35481537      256.80055     0.59293203
            2.8      266.74736     0.42341066      248.75502     0.40486311      287.56546     0.55770398
              3      201.39606     0.35160344      187.75337     0.31134363      217.40919     0.46021647
            3.2      201.39606     0.35160344      187.75337     0.31134363      217.40919     0.46021647
