#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.15607061   0.0089311649     0.13309615   0.0075761477     0.18411604     0.01141711
           -3.8      0.2816596    0.012353277     0.24225807    0.010753969     0.32791822    0.015436029
           -3.6     0.48243516    0.020220429     0.42973888    0.021296882      0.5381891    0.021729582
           -3.4     0.86955338    0.024695715     0.77876602    0.023868034     0.96750816    0.029116201
           -3.2      1.4380999     0.02972319      1.2839813    0.026968602      1.6206399    0.036768003
             -3      2.4693925    0.042242607      2.2361223     0.04227828      2.7298723    0.047823427
           -2.8      3.9466934    0.059767419      3.6004889    0.068908188      4.3464746    0.061694792
           -2.6      6.0102067    0.061353728      5.4628643    0.057192583      6.6041987    0.074616801
           -2.4      9.4695938    0.087127829      8.6019648     0.13373003      10.250438     0.09577344
           -2.2      14.213748    0.096265126       13.08135    0.089319847      15.389704     0.11763756
             -2      21.197818     0.12417778      19.659624     0.12272719      22.828802      0.1950957
           -1.8      31.376135     0.15016054      29.301656     0.15388041      33.363106     0.17376368
           -1.6      44.481063     0.17535143      41.750341     0.17354249      46.962494     0.20639227
           -1.4      63.248357     0.20644366      59.534632     0.20360283      66.655503     0.24785765
           -1.2      87.034576     0.25948324      81.875454     0.27140565      91.474889     0.29371749
             -1       116.2279     0.28605384      109.61667     0.28842123      122.10986     0.33927031
           -0.8      150.60813     0.32245356      142.20853     0.34201085      157.88785     0.38304204
           -0.6      185.24853     0.34615413      174.77972     0.33750463      194.92135     0.43057345
           -0.4      214.34904     0.38672388      202.47247     0.39496242      225.39306     0.46255371
           -0.2       231.4298     0.40222237      218.37948      0.4028889      243.28307      0.4793514
              0      231.59514     0.38775623       218.3307      0.4053093      243.60147     0.47364782
            0.2       213.9885     0.37029597      202.14251     0.48498103      224.83463     0.45888928
            0.4      185.07683     0.35663253      174.48256     0.34948945      194.83957     0.43267505
            0.6      149.71673     0.31443102      141.28669     0.30535059      157.21626      0.3815262
            0.8       116.5381     0.28077322      109.80587     0.27799422      122.47222     0.33585466
              1      87.285189     0.26084289      82.454615     0.29494917      91.703537     0.31221029
            1.2      63.177524     0.24033319      59.368703     0.21066592      66.412826     0.25056778
            1.4      44.829354     0.17796431      41.918741     0.16782931      47.450883     0.20824081
            1.6      31.070588     0.15135855      29.043517     0.14807733      33.052607     0.17375205
            1.8      21.060919     0.11767115      19.521356     0.11381664      22.567115     0.14307145
              2      14.294874     0.10152529      13.194759     0.10367275       15.39952     0.11619956
            2.2      9.6014115    0.092812133       8.835273     0.10062928      10.437944    0.098781064
            2.4       6.133913    0.070940864      5.5851514    0.072100891       6.730711    0.077617808
            2.6      3.8552638    0.049464215      3.4868009    0.046043176      4.2690465    0.061366789
            2.8      2.4888564    0.040742379      2.2288006     0.03698326      2.7943911    0.050711276
              3      1.4689306    0.029940244       1.311216    0.028156745      1.6500959    0.036157412
            3.2     0.91227362    0.023805147     0.80848085    0.021925246      1.0352792    0.028336057
            3.4     0.54254289    0.025129173      0.4467134    0.029441024     0.59615764    0.021971168
            3.6     0.28278241    0.012916328     0.24777998     0.01146311     0.32300778    0.016034456
            3.8     0.15353669   0.0097487251     0.13222215   0.0087113126     0.17968928     0.01180621
              4     0.15353669   0.0097487251     0.13222215   0.0087113126     0.17968928     0.01180621
